Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance
.3300E+03 .1127E+01 .3919E+00 .3634E+00 .7345E+00
.3305E+03 .9429E+00 .3233E+00 .2960E+00 .6021E+00
.3310E+03 .9744E+00 .3332E+00 .3026E+00 .6182E+00
.3315E+03 .9516E+00 .3320E+00 .3015E+00 .6159E+00
.3320E+03 .9754E+00 .3486E+00 .3173E+00 .6475E+00
.3325E+03 .9425E+00 .3410E+00 .3096E+00 .6325E+00
.3330E+03 .9492E+00 .3433E+00 .3094E+00 .6345E+00
.3335E+03 .8885E+00 .3183E+00 .2836E+00 .5851E+00
.3340E+03 .9130E+00 .3277E+00 .2901E+00 .6005E+00
.3345E+03 .1008E+01 .3693E+00 .3273E+00 .6771E+00
.3350E+03 .9247E+00 .3428E+00 .3033E+00 .6280E+00
.3355E+03 .1039E+01 .3886E+00 .3698E+00 .7378E+00
.3360E+03 .7171E+00 .2692E+00 .2551E+00 .5100E+00
.3365E+03 .8774E+00 .3284E+00 .2854E+00 .5964E+00
.3370E+03 .7297E+00 .2727E+00 .2351E+00 .4933E+00
.3375E+03 .9106E+00 .3409E+00 .2921E+00 .6149E+00
.3380E+03 .8594E+00 .3267E+00 .2798E+00 .5893E+00
.3385E+03 .9603E+00 .3679E+00 .3342E+00 .6826E+00
.3390E+03 .9509E+00 .3664E+00 .3269E+00 .6739E+00
.3395E+03 .9095E+00 .3517E+00 .3153E+00 .6484E+00
.3400E+03 .1099E+01 .4244E+00 .3559E+00 .7579E+00
.3405E+03 .9851E+00 .3824E+00 .3192E+00 .6814E+00
.3410E+03 .9347E+00 .3661E+00 .3209E+00 .6676E+00
.3415E+03 .8610E+00 .3392E+00 .2897E+00 .6109E+00
.3420E+03 .1028E+01 .4066E+00 .3438E+00 .7289E+00
.3425E+03 .9602E+00 .3817E+00 .3197E+00 .6812E+00
.3430E+03 .1051E+01 .4189E+00 .3532E+00 .7499E+00
.3435E+03 .9860E+00 .3940E+00 .3332E+00 .7063E+00
.3440E+03 .7431E+00 .2963E+00 .2625E+00 .5431E+00
.3445E+03 .7286E+00 .2928E+00 .2498E+00 .5271E+00
.3450E+03 .9677E+00 .3917E+00 .3238E+00 .6948E+00
.3455E+03 .9870E+00 .4015E+00 .3275E+00 .7078E+00
.3460E+03 .8377E+00 .3423E+00 .2764E+00 .6005E+00
.3465E+03 .9469E+00 .3884E+00 .3111E+00 .6789E+00
.3470E+03 .1012E+01 .4164E+00 .3346E+00 .7289E+00
.3475E+03 .8158E+00 .3367E+00 .2702E+00 .5891E+00
.3480E+03 .9305E+00 .3858E+00 .3047E+00 .6701E+00
.3485E+03 .9299E+00 .3869E+00 .3024E+00 .6688E+00
.3490E+03 .8606E+00 .3596E+00 .2791E+00 .6196E+00
.3495E+03 .8493E+00 .3562E+00 .2757E+00 .6130E+00
.3500E+03 .1048E+01 .4412E+00 .3395E+00 .7573E+00
.3505E+03 .1103E+01 .4660E+00 .3568E+00 .7981E+00
.3510E+03 .9831E+00 .4163E+00 .3185E+00 .7128E+00
.3515E+03 .9509E+00 .4034E+00 .3115E+00 .6936E+00
.3520E+03 .1021E+01 .4351E+00 .3315E+00 .7435E+00
.3525E+03 .7960E+00 .3405E+00 .2567E+00 .5792E+00
.3530E+03 .1001E+01 .4297E+00 .3214E+00 .7284E+00
.3535E+03 .1068E+01 .4602E+00 .3417E+00 .7775E+00
.3540E+03 .1108E+01 .4784E+00 .3528E+00 .8059E+00
.3545E+03 .1123E+01 .4862E+00 .3569E+00 .8173E+00
.3550E+03 .1117E+01 .4853E+00 .3551E+00 .8147E+00
.3555E+03 .1006E+01 .4391E+00 .3197E+00 .7356E+00
.3560E+03 .1051E+01 .4603E+00 .3335E+00 .7693E+00
.3565E+03 .8965E+00 .3937E+00 .2839E+00 .6567E+00
.3570E+03 .7403E+00 .3259E+00 .2339E+00 .5426E+00
.3575E+03 .9054E+00 .3997E+00 .2855E+00 .6640E+00
.3580E+03 .7166E+00 .3174E+00 .2255E+00 .5260E+00
.3585E+03 .6117E+00 .2717E+00 .1921E+00 .4494E+00
.3590E+03 .8547E+00 .3807E+00 .2681E+00 .6286E+00
.3595E+03 .1088E+01 .4857E+00 .3414E+00 .8014E+00
.3600E+03 .1152E+01 .5158E+00 .3606E+00 .8490E+00
.3605E+03 .9195E+00 .4129E+00 .2871E+00 .6781E+00
.3610E+03 .8364E+00 .3768E+00 .2606E+00 .6174E+00
.3615E+03 .9596E+00 .4339E+00 .2988E+00 .7097E+00
.3620E+03 .8266E+00 .3752E+00 .2573E+00 .6126E+00
.3625E+03 .1140E+01 .5193E+00 .3547E+00 .8464E+00
.3630E+03 .1021E+01 .4665E+00 .3173E+00 .7592E+00
.3635E+03 .9378E+00 .4299E+00 .2913E+00 .6984E+00
.3640E+03 .1144E+01 .5261E+00 .3550E+00 .8532E+00
.3645E+03 .9764E+00 .4501E+00 .3024E+00 .7287E+00
.3650E+03 .9928E+00 .4589E+00 .3070E+00 .7416E+00
.3655E+03 .1244E+01 .5766E+00 .3841E+00 .9301E+00
.3660E+03 .1315E+01 .6113E+00 .4056E+00 .9846E+00
.3665E+03 .1232E+01 .5748E+00 .3797E+00 .9241E+00
.3670E+03 .1198E+01 .5603E+00 .3685E+00 .8992E+00
.3675E+03 .1242E+01 .5820E+00 .3811E+00 .9322E+00
.3680E+03 .1085E+01 .5096E+00 .3323E+00 .8149E+00
.3685E+03 .1093E+01 .5148E+00 .3345E+00 .8220E+00
.3690E+03 .1178E+01 .5566E+00 .3602E+00 .8873E+00
.3695E+03 .1254E+01 .5941E+00 .3829E+00 .9455E+00
.3700E+03 .1334E+01 .6342E+00 .4071E+00 .1008E+01
.3705E+03 .1034E+01 .4927E+00 .3150E+00 .7817E+00
.3710E+03 .1102E+01 .5270E+00 .3357E+00 .8348E+00
.3715E+03 .1378E+01 .6602E+00 .4187E+00 .1044E+01
.3720E+03 .9135E+00 .4387E+00 .2771E+00 .6925E+00
.3725E+03 .1094E+01 .5266E+00 .3312E+00 .8299E+00
.3730E+03 .1110E+01 .5361E+00 .3359E+00 .8436E+00
.3735E+03 .7210E+00 .3491E+00 .2180E+00 .5486E+00
.3740E+03 .1046E+01 .5078E+00 .3158E+00 .7967E+00
.3745E+03 .8648E+00 .4209E+00 .2608E+00 .6594E+00
.3750E+03 .8396E+00 .4096E+00 .2527E+00 .6407E+00
.3755E+03 .1253E+01 .6124E+00 .3763E+00 .9562E+00
.3760E+03 .1037E+01 .5083E+00 .3110E+00 .7924E+00
.3765E+03 .1074E+01 .5274E+00 .3214E+00 .8209E+00
.3770E+03 .1135E+01 .5590E+00 .3394E+00 .8687E+00
.3775E+03 .1326E+01 .6547E+00 .3960E+00 .1016E+01
.3780E+03 .1437E+01 .7108E+00 .4282E+00 .1101E+01
.3785E+03 .1357E+01 .6728E+00 .4037E+00 .1041E+01
.3790E+03 .1120E+01 .5562E+00 .3324E+00 .8591E+00
.3795E+03 .1023E+01 .5089E+00 .3028E+00 .7848E+00
.3800E+03 .1063E+01 .5298E+00 .3140E+00 .8157E+00
.3805E+03 .1285E+01 .6421E+00 .3792E+00 .9874E+00
.3810E+03 .1285E+01 .6438E+00 .3789E+00 .9887E+00
.3815E+03 .1016E+01 .5106E+00 .2994E+00 .7830E+00
.3820E+03 .9005E+00 .4537E+00 .2651E+00 .6947E+00
.3825E+03 .7659E+00 .3869E+00 .2253E+00 .5917E+00
.3830E+03 .7078E+00 .3584E+00 .2080E+00 .5474E+00
.3835E+03 .6806E+00 .3454E+00 .1997E+00 .5268E+00
.3840E+03 .7499E+00 .3813E+00 .2196E+00 .5808E+00
.3845E+03 .1101E+01 .5614E+00 .3221E+00 .8538E+00
.3850E+03 .1091E+01 .5572E+00 .3186E+00 .8463E+00
.3855E+03 .1014E+01 .5194E+00 .2959E+00 .7878E+00
.3860E+03 .8674E+00 .4453E+00 .2528E+00 .6745E+00
.3865E+03 .1137E+01 .5853E+00 .3312E+00 .8856E+00
.3870E+03 .9444E+00 .4870E+00 .2745E+00 .7357E+00
.3875E+03 .1060E+01 .5476E+00 .3076E+00 .8261E+00
.3880E+03 .9773E+00 .5061E+00 .2832E+00 .7625E+00
.3885E+03 .9646E+00 .5007E+00 .2793E+00 .7534E+00
.3890E+03 .1040E+01 .5410E+00 .3007E+00 .8130E+00
.3895E+03 .1258E+01 .6559E+00 .3632E+00 .9843E+00
.3900E+03 .1261E+01 .6588E+00 .3636E+00 .9875E+00
.3905E+03 .1160E+01 .6069E+00 .3337E+00 .9085E+00
.3910E+03 .1363E+01 .7150E+00 .3918E+00 .1069E+01
.3915E+03 .1389E+01 .7301E+00 .3986E+00 .1090E+01
.3920E+03 .1169E+01 .6155E+00 .3349E+00 .9178E+00
.3925E+03 .1045E+01 .5515E+00 .2990E+00 .8213E+00
.3930E+03 .5807E+00 .3071E+00 .1660E+00 .4568E+00
.3935E+03 .4215E+00 .2234E+00 .1203E+00 .3319E+00
.3940E+03 .8568E+00 .4550E+00 .2442E+00 .6751E+00
.3945E+03 .1088E+01 .5789E+00 .3096E+00 .8579E+00
.3950E+03 .1326E+01 .7070E+00 .3768E+00 .1046E+01
.3955E+03 .1347E+01 .7190E+00 .3818E+00 .1063E+01
.3960E+03 .1166E+01 .6239E+00 .3302E+00 .9210E+00
.3965E+03 .6805E+00 .3649E+00 .1925E+00 .5381E+00
.3970E+03 .5101E+00 .2741E+00 .1441E+00 .4037E+00
.3975E+03 .1036E+01 .5579E+00 .2923E+00 .8207E+00
.3980E+03 .1451E+01 .7823E+00 .4083E+00 .1149E+01
.3985E+03 .1499E+01 .8092E+00 .4209E+00 .1187E+01
.3990E+03 .1619E+01 .8765E+00 .4546E+00 .1285E+01
.3995E+03 .1612E+01 .8744E+00 .4519E+00 .1280E+01
.4000E+03 .1674E+01 .9091E+00 .4681E+00 .1329E+01
.4010E+03 .1715E+01 .9348E+00 .4837E+00 .1369E+01
.4020E+03 .1804E+01 .9875E+00 .5078E+00 .1443E+01
.4030E+03 .1709E+01 .9392E+00 .4800E+00 .1369E+01
.4040E+03 .1680E+01 .9261E+00 .4702E+00 .1347E+01
.4050E+03 .1677E+01 .9274E+00 .4677E+00 .1346E+01
.4060E+03 .1645E+01 .9134E+00 .4579E+00 .1323E+01
.4070E+03 .1614E+01 .8997E+00 .4483E+00 .1300E+01
.4080E+03 .1676E+01 .9365E+00 .4635E+00 .1350E+01
.4090E+03 .1791E+01 .1004E+01 .4936E+00 .1444E+01
.4100E+03 .1561E+01 .8779E+00 .4291E+00 .1261E+01
.4110E+03 .1687E+01 .9520E+00 .4625E+00 .1364E+01
.4120E+03 .1806E+01 .1023E+01 .4942E+00 .1463E+01
.4130E+03 .1761E+01 .9996E+00 .4796E+00 .1426E+01
.4140E+03 .1778E+01 .1013E+01 .4833E+00 .1443E+01
.4150E+03 .1778E+01 .1017E+01 .4821E+00 .1445E+01
.4160E+03 .1804E+01 .1035E+01 .4883E+00 .1469E+01
.4170E+03 .1758E+01 .1011E+01 .4741E+00 .1432E+01
.4180E+03 .1723E+01 .9942E+00 .4632E+00 .1405E+01
.4190E+03 .1742E+01 .1008E+01 .4671E+00 .1422E+01
.4200E+03 .1733E+01 .1005E+01 .4629E+00 .1415E+01
.4210E+03 .1809E+01 .1053E+01 .4821E+00 .1479E+01
.4220E+03 .1717E+01 .1002E+01 .4561E+00 .1405E+01
.4230E+03 .1674E+01 .9801E+00 .4435E+00 .1372E+01
.4240E+03 .1769E+01 .1038E+01 .4671E+00 .1450E+01
.4250E+03 .1763E+01 .1038E+01 .4642E+00 .1447E+01
.4260E+03 .1711E+01 .1011E+01 .4500E+00 .1407E+01
.4270E+03 .1677E+01 .9933E+00 .4396E+00 .1380E+01
.4280E+03 .1633E+01 .9690E+00 .4263E+00 .1344E+01
.4290E+03 .1542E+01 .9182E+00 .4019E+00 .1271E+01
.4300E+03 .1347E+01 .8042E+00 .3501E+00 .1112E+01
.4310E+03 .1335E+01 .7987E+00 .3456E+00 .1102E+01
.4320E+03 .1719E+01 .1032E+01 .4443E+00 .1421E+01
.4330E+03 .1726E+01 .1039E+01 .4448E+00 .1428E+01
.4340E+03 .1602E+01 .9658E+00 .4113E+00 .1326E+01
.4350E+03 .1672E+01 .1010E+01 .4277E+00 .1385E+01
.4360E+03 .1879E+01 .1139E+01 .4798E+00 .1558E+01
.4370E+03 .1848E+01 .1124E+01 .4712E+00 .1535E+01
.4380E+03 .1679E+01 .1024E+01 .4272E+00 .1397E+01
.4390E+03 .1740E+01 .1062E+01 .4400E+00 .1445E+01
.4400E+03 .1792E+01 .1096E+01 .4521E+00 .1490E+01
.4410E+03 .1852E+01 .1136E+01 .4667E+00 .1543E+01
.4420E+03 .1984E+01 .1220E+01 .4985E+00 .1654E+01
.4430E+03 .1934E+01 .1191E+01 .4839E+00 .1612E+01
.4440E+03 .1972E+01 .1218E+01 .4921E+00 .1645E+01
.4450E+03 .1930E+01 .1193E+01 .4796E+00 .1610E+01
.4460E+03 .1836E+01 .1139E+01 .4557E+00 .1534E+01
.4470E+03 .1980E+01 .1231E+01 .4903E+00 .1657E+01
.4480E+03 .2014E+01 .1253E+01 .4961E+00 .1683E+01
.4490E+03 .2014E+01 .1258E+01 .4959E+00 .1687E+01
.4500E+03 .2066E+01 .1294E+01 .5077E+00 .1733E+01
.4510E+03 .2141E+01 .1343E+01 .5244E+00 .1797E+01
.4520E+03 .2060E+01 .1295E+01 .5032E+00 .1730E+01
.4530E+03 .1935E+01 .1219E+01 .4714E+00 .1626E+01
.4540E+03 .2016E+01 .1273E+01 .4901E+00 .1696E+01
.4550E+03 .2027E+01 .1283E+01 .4912E+00 .1706E+01
.4560E+03 .2073E+01 .1314E+01 .5010E+00 .1746E+01
.4570E+03 .2106E+01 .1338E+01 .5074E+00 .1774E+01
.4580E+03 .2036E+01 .1295E+01 .4884E+00 .1714E+01
.4590E+03 .2023E+01 .1289E+01 .4840E+00 .1704E+01
.4600E+03 .2028E+01 .1294E+01 .4836E+00 .1709E+01
.4610E+03 .2073E+01 .1325E+01 .4929E+00 .1748E+01
.4620E+03 .2085E+01 .1336E+01 .4947E+00 .1760E+01
.4630E+03 .2071E+01 .1328E+01 .4894E+00 .1747E+01
.4640E+03 .2031E+01 .1306E+01 .4792E+00 .1716E+01
.4650E+03 .2000E+01 .1290E+01 .4712E+00 .1693E+01
.4660E+03 .2016E+01 .1303E+01 .4740E+00 .1708E+01
.4670E+03 .1981E+01 .1281E+01 .4637E+00 .1677E+01
.4680E+03 .2003E+01 .1298E+01 .4676E+00 .1697E+01
.4690E+03 .2013E+01 .1306E+01 .4686E+00 .1706E+01
.4700E+03 .1949E+01 .1267E+01 .4522E+00 .1652E+01
.4710E+03 .1945E+01 .1266E+01 .4500E+00 .1649E+01
.4720E+03 .2050E+01 .1336E+01 .4725E+00 .1738E+01
.4730E+03 .2023E+01 .1321E+01 .4650E+00 .1716E+01
.4740E+03 .2030E+01 .1326E+01 .4643E+00 .1720E+01
.4750E+03 .2052E+01 .1340E+01 .4671E+00 .1737E+01
.4760E+03 .1995E+01 .1304E+01 .4523E+00 .1688E+01
.4770E+03 .2004E+01 .1311E+01 .4525E+00 .1694E+01
.4780E+03 .2056E+01 .1348E+01 .4633E+00 .1740E+01
.4790E+03 .2039E+01 .1339E+01 .4584E+00 .1726E+01
.4800E+03 .2038E+01 .1341E+01 .4572E+00 .1727E+01
.4810E+03 .2070E+01 .1365E+01 .4637E+00 .1756E+01
.4820E+03 .2075E+01 .1371E+01 .4642E+00 .1763E+01
.4830E+03 .2044E+01 .1354E+01 .4567E+00 .1739E+01
.4840E+03 .1999E+01 .1327E+01 .4457E+00 .1702E+01
.4850E+03 .1902E+01 .1265E+01 .4230E+00 .1621E+01
.4860E+03 .1660E+01 .1106E+01 .3684E+00 .1415E+01
.4870E+03 .1736E+01 .1159E+01 .3847E+00 .1482E+01
.4880E+03 .1905E+01 .1273E+01 .4206E+00 .1626E+01
.4890E+03 .1913E+01 .1279E+01 .4207E+00 .1632E+01
.4900E+03 .2009E+01 .1345E+01 .4410E+00 .1715E+01
.4910E+03 .1971E+01 .1323E+01 .4320E+00 .1685E+01
.4920E+03 .1861E+01 .1250E+01 .4068E+00 .1591E+01
.4930E+03 .1921E+01 .1292E+01 .4188E+00 .1643E+01
.4940E+03 .1939E+01 .1306E+01 .4216E+00 .1658E+01
.4950E+03 .1955E+01 .1318E+01 .4238E+00 .1672E+01
.4960E+03 .1966E+01 .1327E+01 .4250E+00 .1682E+01
.4970E+03 .1996E+01 .1349E+01 .4305E+00 .1708E+01
.4980E+03 .1902E+01 .1287E+01 .4093E+00 .1628E+01
.4990E+03 .1927E+01 .1306E+01 .4135E+00 .1650E+01
.5000E+03 .1873E+01 .1270E+01 .4013E+00 .1604E+01
.5010E+03 .1841E+01 .1249E+01 .3929E+00 .1575E+01
.5020E+03 .1821E+01 .1235E+01 .3865E+00 .1556E+01
.5030E+03 .1901E+01 .1289E+01 .4016E+00 .1622E+01
.5040E+03 .1874E+01 .1267E+01 .3921E+00 .1592E+01
.5050E+03 .1923E+01 .1305E+01 .4031E+00 .1639E+01
.5060E+03 .1986E+01 .1350E+01 .4151E+00 .1693E+01
.5070E+03 .1889E+01 .1286E+01 .3941E+00 .1612E+01
.5080E+03 .1824E+01 .1245E+01 .3803E+00 .1559E+01
.5090E+03 .1870E+01 .1279E+01 .3895E+00 .1601E+01
.5100E+03 .1857E+01 .1272E+01 .3859E+00 .1591E+01
.5110E+03 .1902E+01 .1306E+01 .3948E+00 .1631E+01
.5120E+03 .1921E+01 .1320E+01 .3979E+00 .1648E+01
.5130E+03 .1817E+01 .1251E+01 .3759E+00 .1561E+01
.5140E+03 .1802E+01 .1243E+01 .3723E+00 .1549E+01
.5150E+03 .1784E+01 .1232E+01 .3676E+00 .1534E+01
.5160E+03 .1780E+01 .1230E+01 .3660E+00 .1531E+01
.5170E+03 .1580E+01 .1094E+01 .3243E+00 .1360E+01
.5180E+03 .1662E+01 .1151E+01 .3401E+00 .1431E+01
.5190E+03 .1743E+01 .1209E+01 .3558E+00 .1501E+01
.5200E+03 .1807E+01 .1254E+01 .3678E+00 .1556E+01
.5210E+03 .1825E+01 .1267E+01 .3703E+00 .1571E+01
.5220E+03 .1828E+01 .1270E+01 .3697E+00 .1573E+01
.5230E+03 .1796E+01 .1249E+01 .3623E+00 .1545E+01
.5240E+03 .1863E+01 .1296E+01 .3746E+00 .1602E+01
.5250E+03 .1889E+01 .1315E+01 .3782E+00 .1623E+01
.5260E+03 .1805E+01 .1257E+01 .3603E+00 .1551E+01
.5270E+03 .1704E+01 .1187E+01 .3388E+00 .1463E+01
.5280E+03 .1805E+01 .1257E+01 .3574E+00 .1548E+01
.5290E+03 .1905E+01 .1327E+01 .3756E+00 .1632E+01
.5300E+03 .1879E+01 .1310E+01 .3692E+00 .1610E+01
.5310E+03 .1908E+01 .1331E+01 .3737E+00 .1634E+01
.5320E+03 .1843E+01 .1287E+01 .3599E+00 .1579E+01
.5330E+03 .1789E+01 .1250E+01 .3483E+00 .1532E+01
.5340E+03 .1840E+01 .1288E+01 .3574E+00 .1577E+01
.5350E+03 .1878E+01 .1316E+01 .3637E+00 .1610E+01
.5360E+03 .1894E+01 .1328E+01 .3656E+00 .1624E+01
.5370E+03 .1817E+01 .1276E+01 .3500E+00 .1559E+01
.5380E+03 .1848E+01 .1300E+01 .3551E+00 .1586E+01
.5390E+03 .1832E+01 .1291E+01 .3511E+00 .1573E+01
.5400E+03 .1758E+01 .1239E+01 .3356E+00 .1509E+01
.5410E+03 .1775E+01 .1251E+01 .3373E+00 .1522E+01
.5420E+03 .1833E+01 .1292E+01 .3469E+00 .1571E+01
.5430E+03 .1809E+01 .1278E+01 .3418E+00 .1552E+01
.5440E+03 .1845E+01 .1303E+01 .3470E+00 .1581E+01
.5450E+03 .1838E+01 .1299E+01 .3445E+00 .1575E+01
.5460E+03 .1851E+01 .1308E+01 .3450E+00 .1583E+01
.5470E+03 .1846E+01 .1305E+01 .3430E+00 .1579E+01
.5480E+03 .1822E+01 .1290E+01 .3375E+00 .1559E+01
.5490E+03 .1826E+01 .1294E+01 .3375E+00 .1563E+01
.5500E+03 .1847E+01 .1311E+01 .3406E+00 .1582E+01
.5510E+03 .1824E+01 .1296E+01 .3354E+00 .1563E+01
.5520E+03 .1836E+01 .1306E+01 .3365E+00 .1574E+01
.5530E+03 .1804E+01 .1284E+01 .3294E+00 .1546E+01
.5540E+03 .1848E+01 .1316E+01 .3360E+00 .1582E+01
.5550E+03 .1853E+01 .1320E+01 .3354E+00 .1585E+01
