Wvlgth,Difuse_horizn_irradiance
460.0,0.2379
461.0,0.242
462.0,0.2427
463.0,0.24
464.0,0.2351
465.0,0.2313
466.0,0.2325
467.0,0.2271
468.0,0.2286
469.0,0.2286
470.0,0.2202
471.0,0.2189
472.0,0.2297
473.0,0.2258
474.0,0.2251
475.0,0.226
476.0,0.2181
477.0,0.2175
478.0,0.2219
479.0,0.2188
480.0,0.2175
481.0,0.2199
482.0,0.2197
483.0,0.216
484.0,0.2108
485.0,0.2002
486.0,0.1744
487.0,0.1821
488.0,0.1988
489.0,0.1985
490.0,0.2076
491.0,0.2029
492.0,0.1908
493.0,0.1962
494.0,0.1973
495.0,0.198
496.0,0.1982
497.0,0.2002
498.0,0.1896
499.0,0.1907
500.0,0.1844
501.0,0.1798
502.0,0.1763
503.0,0.1825
504.0,0.1783
505.0,0.1822
506.0,0.1876
507.0,0.1781
508.0,0.1719
509.0,0.176
510.0,0.1744
511.0,0.1782
512.0,0.1794
513.0,0.1691
514.0,0.1672
515.0,0.1647
516.0,0.1637
517.0,0.1448
518.0,0.1516
519.0,0.1584
520.0,0.1634
521.0,0.1641
522.0,0.1634
523.0,0.1598
524.0,0.1647
525.0,0.1656
526.0,0.1572
527.0,0.1473
528.0,0.1547
529.0,0.1621
530.0,0.1589
531.0,0.1603
532.0,0.154
533.0,0.1488
534.0,0.1525
535.0,0.1551
536.0,0.1559
537.0,0.1491
538.0,0.1511
539.0,0.1492
540.0,0.1424
541.0,0.143
542.0,0.1467
543.0,0.144
544.0,0.146
545.0,0.1446
546.0,0.1447
547.0,0.1435
548.0,0.1409
549.0,0.1407
550.0,0.1417
551.0,0.1393
552.0,0.1396
553.0,0.1363
554.0,0.1388
555.0,0.1382
556.0,0.1356
557.0,0.1307
558.0,0.1288
559.0,0.1255
560.0,0.1263
561.0,0.1272
562.0,0.1255
563.0,0.1282
564.0,0.124
565.0,0.1222
566.0,0.1197
567.0,0.1213
568.0,0.1199
569.0,0.1174
570.0,0.1164
571.0,0.1145
572.0,0.1172
573.0,0.1179
574.0,0.117
575.0,0.1144
576.0,0.1129
577.0,0.1137
578.0,0.1114
579.0,0.1113
580.0,0.1127
581.0,0.1127
582.0,0.1144
583.0,0.1142
584.0,0.1148
585.0,0.1115
586.0,0.1088
587.0,0.111
588.0,0.109
589.0,0.0987
590.0,0.1026
591.0,0.1066
592.0,0.1057
593.0,0.1056
594.0,0.1048
595.0,0.1023
596.0,0.1037
597.0,0.1023
598.0,0.101
599.0,0.1003
600.0,0.09949
601.0,0.09781
602.0,0.09662
603.0,0.09761
604.0,0.09875
605.0,0.09793
606.0,0.09742
607.0,0.09833
608.0,0.09714
609.0,0.09719
610.0,0.09627
611.0,0.09669
612.0,0.09622
613.0,0.09484
614.0,0.09339
615.0,0.09529
616.0,0.09201
617.0,0.09164
618.0,0.09494
619.0,0.09378
620.0,0.09408
621.0,0.09376
622.0,0.09157
623.0,0.08917
624.0,0.08787
625.0,0.08823
626.0,0.08963
627.0,0.09083
628.0,0.08653
629.0,0.08916
630.0,0.0869
631.0,0.08832
632.0,0.08752
633.0,0.08991
634.0,0.08867
635.0,0.08984
636.0,0.08829
637.0,0.08944
638.0,0.08992
639.0,0.0888
640.0,0.08779
641.0,0.08759
642.0,0.08697
643.0,0.08806
644.0,0.08751
645.0,0.08769
646.0,0.08615
647.0,0.08624
648.0,0.08671
649.0,0.08485
650.0,0.0835
651.0,0.0866
652.0,0.08496
653.0,0.0852
654.0,0.08388
655.0,0.08155
656.0,0.07146
657.0,0.07317
658.0,0.08129
659.0,0.08117
660.0,0.08069
661.0,0.07982
662.0,0.07891
663.0,0.07767
664.0,0.07922
665.0,0.07957
666.0,0.0799
667.0,0.07998
668.0,0.07997
669.0,0.08113
670.0,0.08065
671.0,0.08049
672.0,0.07967
673.0,0.08074
674.0,0.0803
675.0,0.07942
676.0,0.0798
677.0,0.07884
678.0,0.07889
679.0,0.07747
680.0,0.07796
681.0,0.07735
682.0,0.07715
683.0,0.07689
684.0,0.07642
685.0,0.07693
686.0,0.07642
687.0,0.05711
688.0,0.06366
689.0,0.06374
690.0,0.06581
691.0,0.06822
692.0,0.07028
693.0,0.0715
694.0,0.07242
695.0,0.07366
696.0,0.07418
697.0,0.0752
698.0,0.0742
699.0,0.07466
700.0,0.07384
701.0,0.0737
702.0,0.07358
703.0,0.07388
704.0,0.07506
705.0,0.0754
706.0,0.07487
707.0,0.07491
708.0,0.07518
709.0,0.0747
710.0,0.07511
711.0,0.07488
712.0,0.07447
713.0,0.07411
714.0,0.07449
715.0,0.07301
716.0,0.07351
717.0,0.07171
718.0,0.06959
719.0,0.06604
720.0,0.06858
721.0,0.06974
722.0,0.07303
723.0,0.07195
724.0,0.06923
725.0,0.06938
726.0,0.07057
727.0,0.07086
728.0,0.06914
729.0,0.06865
730.0,0.07147
731.0,0.06999
732.0,0.07158
733.0,0.07259
734.0,0.07362
735.0,0.07246
736.0,0.07225
737.0,0.07269
738.0,0.07212
739.0,0.07085
740.0,0.07204
741.0,0.07087
742.0,0.07057
743.0,0.07218
744.0,0.0717
745.0,0.07145
746.0,0.07168
747.0,0.07168
748.0,0.07142
749.0,0.07051
750.0,0.07039
751.0,0.0696
752.0,0.06982
753.0,0.07009
754.0,0.07017
755.0,0.06968
756.0,0.06952
757.0,0.06949
758.0,0.06851
759.0,0.06725
760.0,0.01652
761.0,0.01016
762.0,0.03887
763.0,0.02264
764.0,0.03098
765.0,0.0386
766.0,0.04493
767.0,0.0544
768.0,0.06103
769.0,0.06181
770.0,0.06338
771.0,0.06356
772.0,0.06349
773.0,0.06374
774.0,0.06324
775.0,0.06257
776.0,0.06314
777.0,0.06213
778.0,0.06159
779.0,0.06149
780.0,0.061
781.0,0.06093
782.0,0.06121
783.0,0.06003
784.0,0.0602
785.0,0.05974
786.0,0.06035
787.0,0.05984
788.0,0.05933
789.0,0.05944
790.0,0.05877
791.0,0.0582
792.0,0.05753
793.0,0.05661
794.0,0.05625
795.0,0.05736
796.0,0.0569
797.0,0.05683
798.0,0.05706
799.0,0.05687
800.0,0.05614
801.0,0.05606
802.0,0.05573
803.0,0.05534
804.0,0.05514
805.0,0.05445
806.0,0.05524
807.0,0.05459
808.0,0.05437
809.0,0.05366
810.0,0.05356
811.0,0.05382
812.0,0.05323
813.0,0.05279
814.0,0.05038
815.0,0.04999
816.0,0.04857
817.0,0.04831
818.0,0.04709
819.0,0.04837
820.0,0.04712
821.0,0.04978
822.0,0.04934
823.0,0.04281
824.0,0.04921
825.0,0.04925
826.0,0.04875
827.0,0.04966
828.0,0.04673
829.0,0.04805
830.0,0.04788
831.0,0.04765
832.0,0.04719
833.0,0.04693
834.0,0.04649
835.0,0.0482
836.0,0.04765
837.0,0.04802
838.0,0.04702
839.0,0.047
840.0,0.04774
841.0,0.04725
842.0,0.04682
843.0,0.04628
844.0,0.04579
845.0,0.04686
846.0,0.04648
847.0,0.04537
848.0,0.04515
849.0,0.04376
850.0,0.04178
851.0,0.0443
852.0,0.0438
853.0,0.04188
854.0,0.03622
855.0,0.03953
856.0,0.04321
857.0,0.04396
858.0,0.04361
859.0,0.0435
860.0,0.04345
861.0,0.04316
862.0,0.04373
863.0,0.04469
864.0,0.04238
865.0,0.04192
866.0,0.03762
867.0,0.03918
868.0,0.04255
869.0,0.04159
870.0,0.04269
871.0,0.04202
872.0,0.04178
873.0,0.04161
874.0,0.04103
875.0,0.04012
876.0,0.04046
877.0,0.04077
878.0,0.04116
879.0,0.04043
880.0,0.03947
881.0,0.03888
882.0,0.03965
883.0,0.03962
884.0,0.03937
885.0,0.03957
886.0,0.03792
887.0,0.03803
888.0,0.03871
889.0,0.03873
890.0,0.03866
891.0,0.03836
892.0,0.03754
893.0,0.03694
894.0,0.03656
895.0,0.03584
896.0,0.03555
897.0,0.03345
898.0,0.03419
899.0,0.02982
900.0,0.03337
901.0,0.03052
902.0,0.03143
903.0,0.0325
904.0,0.03575
905.0,0.03518
906.0,0.03372
907.0,0.03107
908.0,0.03132
909.0,0.03166
910.0,0.03097
911.0,0.03124
912.0,0.03164
913.0,0.0313
914.0,0.03091
915.0,0.0318
916.0,0.02965
917.0,0.03205
918.0,0.02997
919.0,0.03214
920.0,0.03194
921.0,0.03168
922.0,0.03043
923.0,0.0305
924.0,0.03074
925.0,0.03038
926.0,0.03026
927.0,0.03189
928.0,0.02911
929.0,0.02796
930.0,0.02587
931.0,0.02388
932.0,0.02062
933.0,0.01946
934.0,0.01639
935.0,0.01822
936.0,0.01489
937.0,0.01618
938.0,0.01785
939.0,0.02297
940.0,0.02499
941.0,0.02207
942.0,0.02306
943.0,0.01868
944.0,0.01784
945.0,0.02223
946.0,0.01594
947.0,0.02273
948.0,0.0187
949.0,0.02613
950.0,0.01485
951.0,0.02528
952.0,0.01903
953.0,0.02108
954.0,0.02204
955.0,0.02065
956.0,0.02007
957.0,0.01931
958.0,0.02223
959.0,0.02117
960.0,0.02258
961.0,0.0231
962.0,0.02252
963.0,0.02362
964.0,0.02257
965.0,0.02304
966.0,0.02368
967.0,0.02394
968.0,0.02556
969.0,0.0262
970.0,0.02545
971.0,0.0264
972.0,0.02575
973.0,0.02485
974.0,0.02395
975.0,0.02402
976.0,0.0239
977.0,0.02488
978.0,0.02443
979.0,0.02466
980.0,0.02415
981.0,0.02551
982.0,0.02507
983.0,0.02456
984.0,0.02535
985.0,0.02477
986.0,0.02528
987.0,0.02507
988.0,0.02503
989.0,0.02479
990.0,0.02468
991.0,0.02479
992.0,0.02484
993.0,0.02464
994.0,0.02471
995.0,0.02458
996.0,0.02452
997.0,0.02448
998.0,0.02435
999.0,0.02421
1000.0,0.02411
1001.0,0.02424
1002.0,0.02396
1003.0,0.02377
1004.0,0.02326
1005.0,0.02222
1006.0,0.02313
1007.0,0.02354
1008.0,0.02346
1009.0,0.02337
1010.0,0.02329
1011.0,0.02325
1012.0,0.0231
1013.0,0.0231
1014.0,0.0229
1015.0,0.02273
1016.0,0.0226
1017.0,0.02263
1018.0,0.02246
1019.0,0.0221
1020.0,0.02229
1021.0,0.0222
1022.0,0.02205
1023.0,0.02226
1024.0,0.0221
1025.0,0.02211
1026.0,0.02202
1027.0,0.02193
1028.0,0.02186
1029.0,0.02158
1030.0,0.02163
1031.0,0.02154
1032.0,0.02142
1033.0,0.02106
1034.0,0.02102
1035.0,0.02105
1036.0,0.02114
1037.0,0.02074
1038.0,0.02081
1039.0,0.02077
1040.0,0.02066
1041.0,0.02071
1042.0,0.02054
1043.0,0.02044
1044.0,0.02048
1045.0,0.02018
1046.0,0.01992
1047.0,0.02008
1048.0,0.02016
1049.0,0.02005
1050.0,0.01992
