Wvlgth,Global_horizn_irradiance
810.0,0.8911
811.0,0.8974
812.0,0.8844
813.0,0.8755
814.0,0.8174
815.0,0.8137
816.0,0.7763
817.0,0.7815
818.0,0.762
819.0,0.8055
820.0,0.7768
821.0,0.846
822.0,0.8334
823.0,0.6758
824.0,0.8278
825.0,0.8375
826.0,0.8245
827.0,0.8486
828.0,0.7754
829.0,0.8159
830.0,0.811
831.0,0.8108
832.0,0.7977
833.0,0.8136
834.0,0.801
835.0,0.8454
836.0,0.8293
837.0,0.8464
838.0,0.8282
839.0,0.8322
840.0,0.8482
841.0,0.84
842.0,0.8361
843.0,0.8299
844.0,0.8218
845.0,0.8448
846.0,0.8403
847.0,0.8228
848.0,0.8202
849.0,0.797
850.0,0.7631
851.0,0.8106
852.0,0.8038
853.0,0.7714
854.0,0.668
855.0,0.7312
856.0,0.8003
857.0,0.8164
858.0,0.8111
859.0,0.8108
860.0,0.8115
861.0,0.8073
862.0,0.8196
863.0,0.839
864.0,0.797
865.0,0.7898
866.0,0.7102
867.0,0.7411
868.0,0.8063
869.0,0.7895
870.0,0.812
871.0,0.801
872.0,0.798
873.0,0.7964
874.0,0.7869
875.0,0.771
876.0,0.7792
877.0,0.7869
878.0,0.7959
879.0,0.7835
880.0,0.7667
881.0,0.7565
882.0,0.7731
883.0,0.7746
884.0,0.7713
885.0,0.7771
886.0,0.7449
887.0,0.7497
888.0,0.7635
889.0,0.7675
890.0,0.766
891.0,0.7625
892.0,0.7459
893.0,0.7317
894.0,0.7203
895.0,0.7008
896.0,0.682
897.0,0.6235
898.0,0.655
899.0,0.5498
900.0,0.6517
901.0,0.5671
902.0,0.6117
903.0,0.6296
904.0,0.719
905.0,0.704
906.0,0.6698
907.0,0.5988
908.0,0.603
909.0,0.6244
910.0,0.5961
911.0,0.609
912.0,0.6252
913.0,0.6052
914.0,0.5958
915.0,0.6282
916.0,0.5616
917.0,0.6455
918.0,0.573
919.0,0.6516
920.0,0.6453
921.0,0.6554
922.0,0.6179
923.0,0.6337
924.0,0.6294
925.0,0.6212
926.0,0.6227
927.0,0.6685
928.0,0.5757
929.0,0.5443
930.0,0.4883
931.0,0.4499
932.0,0.3726
933.0,0.3378
934.0,0.2613
935.0,0.329
936.0,0.2497
937.0,0.2676
938.0,0.3052
939.0,0.443
940.0,0.4954
941.0,0.4203
942.0,0.4538
943.0,0.3509
944.0,0.3411
945.0,0.4271
946.0,0.2802
947.0,0.4367
948.0,0.3465
949.0,0.5353
950.0,0.2534
951.0,0.5187
952.0,0.3555
953.0,0.4056
954.0,0.4435
955.0,0.4096
956.0,0.3835
957.0,0.3567
958.0,0.4614
959.0,0.4218
960.0,0.4577
961.0,0.4789
962.0,0.4644
963.0,0.5013
964.0,0.4719
965.0,0.4914
966.0,0.4995
967.0,0.5034
968.0,0.5754
969.0,0.5966
970.0,0.5688
971.0,0.6097
972.0,0.5925
973.0,0.5545
974.0,0.534
975.0,0.5412
976.0,0.5326
977.0,0.5655
978.0,0.552
979.0,0.5656
980.0,0.5441
981.0,0.6019
982.0,0.5875
983.0,0.5721
984.0,0.6058
985.0,0.5836
986.0,0.6093
987.0,0.6038
988.0,0.6034
989.0,0.6025
990.0,0.5982
991.0,0.6051
992.0,0.6077
993.0,0.6014
994.0,0.6067
995.0,0.6048
996.0,0.6035
997.0,0.6037
998.0,0.6012
999.0,0.5988
1000.0,0.5965
1001.0,0.6018
1002.0,0.593
1003.0,0.5917
1004.0,0.5792
1005.0,0.5552
1006.0,0.5784
1007.0,0.5898
1008.0,0.5882
1009.0,0.5865
1010.0,0.5849
1011.0,0.5866
1012.0,0.5831
1013.0,0.5848
1014.0,0.5807
1015.0,0.5772
1016.0,0.5747
1017.0,0.5765
1018.0,0.5734
1019.0,0.5641
1020.0,0.5708
1021.0,0.5695
1022.0,0.5662
1023.0,0.5725
1024.0,0.5682
1025.0,0.571
1026.0,0.5693
1027.0,0.5679
1028.0,0.567
1029.0,0.5606
1030.0,0.5633
1031.0,0.5615
1032.0,0.5595
1033.0,0.5512
1034.0,0.5511
1035.0,0.5528
1036.0,0.556
1037.0,0.5467
1038.0,0.5494
1039.0,0.5492
1040.0,0.5471
1041.0,0.5495
1042.0,0.5457
1043.0,0.5442
1044.0,0.5463
1045.0,0.539
1046.0,0.5333
1047.0,0.5383
1048.0,0.5415
1049.0,0.5395
1050.0,0.5372
