Wvlgth,Direct_normal_irradiance
597.0,0.8543
598.0,0.8526
599.0,0.8534
600.0,0.8529
601.0,0.8438
602.0,0.8368
603.0,0.8496
604.0,0.8631
605.0,0.8609
606.0,0.8643
607.0,0.88
608.0,0.8759
609.0,0.8816
610.0,0.8774
611.0,0.8858
612.0,0.8849
613.0,0.8754
614.0,0.8667
615.0,0.8899
616.0,0.864
617.0,0.8647
618.0,0.8996
619.0,0.8922
620.0,0.8968
621.0,0.8922
622.0,0.8614
623.0,0.8297
624.0,0.8281
625.0,0.844
626.0,0.8632
627.0,0.8767
628.0,0.7869
629.0,0.8506
630.0,0.8291
631.0,0.8661
632.0,0.8711
633.0,0.9077
634.0,0.9041
635.0,0.9228
636.0,0.9121
637.0,0.9286
638.0,0.9398
639.0,0.9347
640.0,0.9305
641.0,0.9342
642.0,0.9329
643.0,0.9491
644.0,0.9484
645.0,0.9545
646.0,0.9406
647.0,0.9407
648.0,0.9511
649.0,0.9322
650.0,0.9286
651.0,0.9683
652.0,0.9485
653.0,0.9606
654.0,0.9497
655.0,0.9225
656.0,0.8145
657.0,0.8369
658.0,0.9338
659.0,0.9325
660.0,0.9217
661.0,0.8963
662.0,0.8702
663.0,0.8688
664.0,0.9086
665.0,0.9279
666.0,0.9438
667.0,0.9547
668.0,0.9618
669.0,0.9815
670.0,0.9806
671.0,0.983
672.0,0.9767
673.0,0.994
674.0,0.9928
675.0,0.986
676.0,0.9944
677.0,0.9859
678.0,0.9896
679.0,0.9752
680.0,0.9852
681.0,0.9813
682.0,0.9824
683.0,0.9826
684.0,0.9797
685.0,0.9899
686.0,0.9853
687.0,0.4825
688.0,0.6396
689.0,0.6458
690.0,0.7067
691.0,0.7806
692.0,0.8507
693.0,0.8861
694.0,0.9125
695.0,0.9487
696.0,0.9555
697.0,0.9879
698.0,0.9753
699.0,0.9715
700.0,0.9612
701.0,0.9578
702.0,0.96
703.0,0.9632
704.0,0.9844
705.0,0.9918
706.0,0.9862
707.0,0.9875
708.0,0.9905
709.0,0.9866
710.0,0.9906
711.0,0.9879
712.0,0.9836
713.0,0.9774
714.0,0.982
715.0,0.9598
716.0,0.9662
717.0,0.9009
718.0,0.8812
719.0,0.8241
720.0,0.8546
721.0,0.885
722.0,0.9483
723.0,0.9235
724.0,0.873
725.0,0.876
726.0,0.8819
727.0,0.9007
728.0,0.8566
729.0,0.8625
730.0,0.9056
731.0,0.8773
732.0,0.9132
733.0,0.9409
734.0,0.9577
735.0,0.9419
736.0,0.9413
737.0,0.9469
738.0,0.9495
739.0,0.9344
740.0,0.9528
741.0,0.9396
742.0,0.9386
743.0,0.9619
744.0,0.9576
745.0,0.9567
746.0,0.9617
747.0,0.9641
748.0,0.9628
749.0,0.9526
750.0,0.953
751.0,0.9443
752.0,0.9494
753.0,0.9552
754.0,0.9585
755.0,0.954
756.0,0.9542
757.0,0.9564
758.0,0.945
759.0,0.9165
760.0,0.0405
761.0,0.01318
762.0,0.2919
763.0,0.08536
764.0,0.1755
765.0,0.2915
766.0,0.4293
767.0,0.6277
768.0,0.8033
769.0,0.8392
770.0,0.89
771.0,0.9075
772.0,0.913
773.0,0.9207
774.0,0.9174
775.0,0.9113
776.0,0.9231
777.0,0.9114
778.0,0.9064
779.0,0.9078
780.0,0.9034
781.0,0.9051
782.0,0.9118
783.0,0.8969
784.0,0.9022
785.0,0.8976
786.0,0.9092
787.0,0.9009
788.0,0.894
789.0,0.8993
790.0,0.8843
791.0,0.8849
792.0,0.8778
793.0,0.8658
794.0,0.8671
795.0,0.8858
796.0,0.8734
797.0,0.8752
798.0,0.8886
799.0,0.8869
800.0,0.8767
801.0,0.8753
802.0,0.8731
803.0,0.8687
804.0,0.8689
805.0,0.8626
806.0,0.8818
807.0,0.8733
808.0,0.8727
809.0,0.8611
810.0,0.8621
811.0,0.8654
812.0,0.8515
813.0,0.8421
814.0,0.7808
815.0,0.7778
816.0,0.7689
817.0,0.7649
818.0,0.7445
819.0,0.778
820.0,0.7558
821.0,0.8199
822.0,0.8142
823.0,0.644
824.0,0.8111
825.0,0.8206
826.0,0.8004
827.0,0.8327
828.0,0.764
829.0,0.8044
830.0,0.8045
831.0,0.8025
832.0,0.7935
833.0,0.7965
834.0,0.7826
835.0,0.8306
836.0,0.8127
837.0,0.8327
838.0,0.8144
839.0,0.8197
840.0,0.8361
841.0,0.828
842.0,0.8252
843.0,0.8204
844.0,0.813
845.0,0.8358
846.0,0.8319
847.0,0.8149
848.0,0.8124
849.0,0.7896
850.0,0.7562
851.0,0.8029
852.0,0.7969
853.0,0.765
854.0,0.6629
855.0,0.7259
856.0,0.7953
857.0,0.8117
858.0,0.807
859.0,0.8075
860.0,0.8087
861.0,0.8052
862.0,0.818
863.0,0.8379
864.0,0.7967
865.0,0.7902
866.0,0.7109
867.0,0.7423
868.0,0.8083
869.0,0.792
870.0,0.8151
871.0,0.8045
872.0,0.802
873.0,0.8008
874.0,0.7917
875.0,0.7762
876.0,0.7848
877.0,0.7928
878.0,0.8024
879.0,0.7902
880.0,0.7735
881.0,0.7636
882.0,0.7805
883.0,0.7827
884.0,0.7795
885.0,0.7856
886.0,0.7529
887.0,0.7587
888.0,0.7737
889.0,0.7773
890.0,0.7761
891.0,0.7734
892.0,0.7556
893.0,0.7403
894.0,0.727
895.0,0.7052
896.0,0.7052
897.0,0.653
898.0,0.6716
899.0,0.5452
900.0,0.6625
901.0,0.5909
902.0,0.6147
903.0,0.6357
904.0,0.7341
905.0,0.7204
906.0,0.6874
907.0,0.6083
908.0,0.6247
909.0,0.6394
910.0,0.596
911.0,0.6114
912.0,0.6399
913.0,0.6055
914.0,0.6216
915.0,0.6322
916.0,0.5939
917.0,0.6535
918.0,0.6052
919.0,0.6611
920.0,0.6773
921.0,0.669
922.0,0.6267
923.0,0.6474
924.0,0.6395
925.0,0.6309
926.0,0.6333
927.0,0.6838
928.0,0.5773
929.0,0.5425
930.0,0.4838
931.0,0.4464
932.0,0.3652
933.0,0.3271
934.0,0.2456
935.0,0.3228
936.0,0.2397
937.0,0.2554
938.0,0.2938
939.0,0.4415
940.0,0.497
941.0,0.4164
942.0,0.4539
943.0,0.3471
944.0,0.3399
945.0,0.4239
946.0,0.2717
947.0,0.4326
948.0,0.3414
949.0,0.5397
950.0,0.2425
951.0,0.5236
952.0,0.3551
953.0,0.4022
954.0,0.4457
955.0,0.415
956.0,0.3802
957.0,0.3724
958.0,0.4687
959.0,0.4227
960.0,0.4597
961.0,0.4847
962.0,0.4694
963.0,0.5109
964.0,0.4789
965.0,0.5016
966.0,0.5327
967.0,0.5402
968.0,0.6065
969.0,0.6193
970.0,0.6031
971.0,0.641
972.0,0.6181
973.0,0.5883
974.0,0.5499
975.0,0.5662
976.0,0.5598
977.0,0.6051
978.0,0.5876
979.0,0.5996
980.0,0.5854
981.0,0.6303
982.0,0.6134
983.0,0.5961
984.0,0.6368
985.0,0.61
986.0,0.6432
987.0,0.6355
988.0,0.635
989.0,0.6362
990.0,0.6301
991.0,0.639
992.0,0.6418
993.0,0.6343
994.0,0.6412
995.0,0.6395
996.0,0.6387
997.0,0.639
998.0,0.6363
999.0,0.6342
1000.0,0.632
1001.0,0.6378
1002.0,0.6274
1003.0,0.6275
1004.0,0.6138
1005.0,0.5891
1006.0,0.6139
1007.0,0.626
1008.0,0.6246
1009.0,0.6226
1010.0,0.6211
1011.0,0.6232
1012.0,0.6196
1013.0,0.6216
1014.0,0.6173
1015.0,0.6138
1016.0,0.6111
1017.0,0.6132
1018.0,0.61
1019.0,0.5999
1020.0,0.6076
1021.0,0.6064
1022.0,0.6027
1023.0,0.6096
1024.0,0.605
1025.0,0.6082
1026.0,0.6064
1027.0,0.6051
1028.0,0.6041
1029.0,0.5973
1030.0,0.6001
1031.0,0.5984
1032.0,0.5961
1033.0,0.5873
1034.0,0.5871
1035.0,0.5889
1036.0,0.5923
1037.0,0.5818
1038.0,0.5849
1039.0,0.5846
1040.0,0.5822
1041.0,0.5847
1042.0,0.5806
1043.0,0.5788
1044.0,0.5808
1045.0,0.5729
1046.0,0.5666
1047.0,0.5716
1048.0,0.5747
1049.0,0.5717
1050.0,0.5687
