Wvlgth,Direct_normal_irradiance
347.0,0.3836
347.5,0.3105
348.0,0.3562
348.5,0.3576
349.0,0.3327
349.5,0.33
350.0,0.4091
350.5,0.4324
351.0,0.3866
351.5,0.3748
352.0,0.4048
352.5,0.3172
353.0,0.4007
353.5,0.4294
354.0,0.4467
354.5,0.4543
355.0,0.4539
355.5,0.4112
356.0,0.4315
356.5,0.3694
357.0,0.306
357.5,0.3756
358.0,0.2984
358.5,0.2557
359.0,0.3585
359.5,0.4577
360.0,0.4864
360.5,0.3897
361.0,0.3559
361.5,0.4103
362.0,0.3552
362.5,0.4921
363.0,0.4425
363.5,0.4082
364.0,0.4999
364.5,0.428
365.0,0.4367
365.5,0.549
366.0,0.5827
366.5,0.5483
367.0,0.5348
367.5,0.5558
368.0,0.487
368.5,0.4924
369.0,0.5328
369.5,0.5691
370.0,0.608
370.5,0.4727
371.0,0.5061
371.5,0.6343
372.0,0.4217
372.5,0.5066
373.0,0.5161
373.5,0.3364
374.0,0.4896
374.5,0.4061
375.0,0.3955
375.5,0.5915
376.0,0.4912
376.5,0.51
377.0,0.5409
377.5,0.634
378.0,0.6886
378.5,0.6522
379.0,0.5394
379.5,0.4937
380.0,0.5142
380.5,0.6237
381.0,0.6258
381.5,0.4967
382.0,0.4416
382.5,0.3769
383.0,0.3493
383.5,0.3369
384.0,0.3721
384.5,0.5481
385.0,0.5444
385.5,0.5077
386.0,0.4356
386.5,0.573
387.0,0.4769
387.5,0.5365
388.0,0.4962
388.5,0.4912
389.0,0.531
389.5,0.6441
390.0,0.6473
390.5,0.5966
391.0,0.7033
391.5,0.7184
392.0,0.606
392.5,0.5433
393.0,0.3027
393.5,0.2203
394.0,0.4489
394.5,0.5715
395.0,0.6982
395.5,0.7103
396.0,0.6167
396.5,0.3609
397.0,0.2712
397.5,0.5524
398.0,0.7747
398.5,0.8017
399.0,0.869
399.5,0.8673
400.0,0.9019
401.0,0.9283
402.0,0.9816
403.0,0.9345
404.0,0.9223
405.0,0.9242
406.0,0.9111
407.0,0.8984
408.0,0.9356
409.0,1.004
410.0,0.8784
411.0,0.9534
412.0,1.026
413.0,1.002
414.0,1.017
415.0,1.021
416.0,1.041
417.0,1.018
418.0,1.001
419.0,1.016
420.0,1.013
421.0,1.062
422.0,1.012
423.0,0.9899
424.0,1.049
425.0,1.049
426.0,1.023
427.0,1.006
428.0,0.9816
429.0,0.931
430.0,0.816
431.0,0.8106
432.0,1.048
433.0,1.056
434.0,0.9819
435.0,1.027
436.0,1.159
437.0,1.145
438.0,1.044
439.0,1.082
440.0,1.118
441.0,1.16
442.0,1.246
443.0,1.217
444.0,1.244
445.0,1.22
446.0,1.165
447.0,1.26
448.0,1.283
449.0,1.288
450.0,1.326
451.0,1.377
452.0,1.329
453.0,1.251
454.0,1.307
455.0,1.317
456.0,1.35
457.0,1.375
458.0,1.331
459.0,1.325
460.0,1.331
461.0,1.363
462.0,1.375
463.0,1.367
464.0,1.345
465.0,1.329
466.0,1.344
467.0,1.321
468.0,1.339
469.0,1.348
470.0,1.307
471.0,1.307
472.0,1.379
473.0,1.364
474.0,1.369
475.0,1.384
476.0,1.347
477.0,1.354
478.0,1.392
479.0,1.383
480.0,1.386
481.0,1.411
482.0,1.419
483.0,1.402
484.0,1.374
485.0,1.31
486.0,1.146
487.0,1.201
488.0,1.319
489.0,1.326
490.0,1.395
491.0,1.372
492.0,1.297
493.0,1.341
494.0,1.356
495.0,1.368
496.0,1.378
497.0,1.401
498.0,1.337
499.0,1.356
500.0,1.319
501.0,1.297
502.0,1.282
503.0,1.338
504.0,1.313
505.0,1.354
506.0,1.4
507.0,1.334
508.0,1.292
509.0,1.328
510.0,1.321
511.0,1.357
512.0,1.372
513.0,1.301
514.0,1.292
515.0,1.281
516.0,1.279
517.0,1.138
518.0,1.197
519.0,1.257
520.0,1.304
521.0,1.318
522.0,1.321
523.0,1.299
524.0,1.348
525.0,1.366
526.0,1.306
527.0,1.233
528.0,1.305
529.0,1.377
530.0,1.359
531.0,1.381
532.0,1.336
533.0,1.298
534.0,1.337
535.0,1.366
536.0,1.379
537.0,1.325
538.0,1.35
539.0,1.34
540.0,1.287
541.0,1.299
542.0,1.341
543.0,1.327
544.0,1.353
545.0,1.348
546.0,1.356
547.0,1.354
548.0,1.338
549.0,1.343
550.0,1.361
551.0,1.346
552.0,1.356
553.0,1.333
554.0,1.366
555.0,1.369
556.0,1.352
557.0,1.312
558.0,1.303
559.0,1.28
560.0,1.298
561.0,1.317
562.0,1.31
563.0,1.348
564.0,1.313
565.0,1.304
566.0,1.287
567.0,1.313
568.0,1.306
569.0,1.284
570.0,1.283
571.0,1.274
572.0,1.311
573.0,1.327
574.0,1.325
575.0,1.303
576.0,1.292
577.0,1.306
578.0,1.286
579.0,1.289
580.0,1.309
581.0,1.313
582.0,1.336
583.0,1.338
584.0,1.349
585.0,1.316
586.0,1.289
587.0,1.319
588.0,1.298
589.0,1.17
590.0,1.223
591.0,1.282
592.0,1.275
593.0,1.285
594.0,1.282
595.0,1.257
596.0,1.291
597.0,1.281
598.0,1.275
599.0,1.275
600.0,1.274
601.0,1.26
602.0,1.251
603.0,1.271
604.0,1.291
605.0,1.285
606.0,1.281
607.0,1.296
608.0,1.282
609.0,1.285
610.0,1.275
611.0,1.283
612.0,1.279
613.0,1.263
614.0,1.246
615.0,1.273
616.0,1.232
617.0,1.23
618.0,1.277
619.0,1.265
620.0,1.273
621.0,1.273
622.0,1.25
623.0,1.224
624.0,1.208
625.0,1.214
626.0,1.235
627.0,1.254
628.0,1.206
629.0,1.239
630.0,1.213
631.0,1.233
632.0,1.22
633.0,1.255
634.0,1.241
635.0,1.259
636.0,1.24
637.0,1.259
638.0,1.269
639.0,1.255
640.0,1.243
641.0,1.243
642.0,1.237
643.0,1.254
644.0,1.25
645.0,1.254
646.0,1.232
647.0,1.23
648.0,1.236
649.0,1.212
650.0,1.204
651.0,1.253
652.0,1.221
653.0,1.238
654.0,1.223
655.0,1.187
656.0,1.046
657.0,1.074
658.0,1.198
659.0,1.202
660.0,1.2
661.0,1.196
662.0,1.191
663.0,1.173
664.0,1.195
665.0,1.2
666.0,1.206
667.0,1.208
668.0,1.21
669.0,1.23
670.0,1.225
671.0,1.225
672.0,1.215
673.0,1.234
674.0,1.23
675.0,1.219
676.0,1.227
677.0,1.215
678.0,1.218
679.0,1.199
680.0,1.209
681.0,1.202
682.0,1.201
683.0,1.2
684.0,1.195
685.0,1.205
686.0,1.199
687.0,0.9495
688.0,1.037
689.0,1.039
690.0,1.066
691.0,1.096
692.0,1.117
693.0,1.117
694.0,1.117
695.0,1.142
696.0,1.146
697.0,1.181
698.0,1.164
699.0,1.159
700.0,1.145
701.0,1.14
702.0,1.141
703.0,1.144
704.0,1.167
705.0,1.171
706.0,1.165
707.0,1.165
708.0,1.168
709.0,1.163
710.0,1.167
711.0,1.163
712.0,1.157
713.0,1.149
714.0,1.153
715.0,1.125
716.0,1.13
717.0,1.057
718.0,1.003
719.0,0.9361
720.0,0.9788
721.0,1.024
722.0,1.106
723.0,1.066
724.0,1.001
725.0,0.9959
726.0,1.025
727.0,1.029
728.0,0.9942
729.0,0.9998
730.0,1.049
731.0,1.015
732.0,1.056
733.0,1.087
734.0,1.105
735.0,1.087
736.0,1.085
737.0,1.091
738.0,1.091
739.0,1.072
740.0,1.093
741.0,1.079
742.0,1.077
743.0,1.104
744.0,1.099
745.0,1.098
746.0,1.103
747.0,1.106
748.0,1.104
749.0,1.091
750.0,1.091
751.0,1.081
752.0,1.085
753.0,1.091
754.0,1.094
755.0,1.088
756.0,1.088
757.0,1.09
758.0,1.077
759.0,1.064
760.0,0.3708
761.0,0.2532
762.0,0.7132
763.0,0.4765
764.0,0.6058
765.0,0.7141
766.0,0.7919
767.0,0.9205
768.0,1.003
769.0,1.012
770.0,1.032
771.0,1.034
772.0,1.035
773.0,1.042
774.0,1.037
775.0,1.029
776.0,1.042
777.0,1.028
778.0,1.022
779.0,1.023
780.0,1.018
781.0,1.019
782.0,1.026
783.0,1.008
784.0,1.013
785.0,1.007
786.0,1.019
787.0,1.009
788.0,1.001
789.0,1.003
790.0,0.9885
791.0,0.9859
792.0,0.9774
793.0,0.9632
794.0,0.9666
795.0,0.9865
796.0,0.9729
797.0,0.9745
798.0,0.9881
799.0,0.9853
800.0,0.9728
801.0,0.9728
802.0,0.9699
803.0,0.9647
804.0,0.9645
805.0,0.9572
806.0,0.9773
807.0,0.9675
808.0,0.9674
809.0,0.955
810.0,0.9532
811.0,0.9597
812.0,0.9443
813.0,0.9339
814.0,0.8662
815.0,0.8627
816.0,0.8232
817.0,0.8297
818.0,0.8081
819.0,0.8589
820.0,0.8266
821.0,0.9062
822.0,0.892
823.0,0.7116
824.0,0.8848
825.0,0.8975
826.0,0.8815
827.0,0.9101
828.0,0.8263
829.0,0.874
830.0,0.8684
831.0,0.8687
832.0,0.8539
833.0,0.8739
834.0,0.8585
835.0,0.9104
836.0,0.8907
837.0,0.9121
838.0,0.8919
839.0,0.8973
840.0,0.915
841.0,0.9059
842.0,0.9026
843.0,0.8967
844.0,0.8879
845.0,0.9134
846.0,0.9088
847.0,0.8903
848.0,0.8874
849.0,0.8625
850.0,0.8261
851.0,0.8774
852.0,0.8704
853.0,0.8357
854.0,0.7237
855.0,0.7926
856.0,0.8676
857.0,0.8854
858.0,0.8798
859.0,0.8798
860.0,0.8808
861.0,0.8765
862.0,0.8901
863.0,0.9113
864.0,0.8659
865.0,0.8583
866.0,0.772
867.0,0.8057
868.0,0.8769
869.0,0.8589
870.0,0.8835
871.0,0.8717
872.0,0.8687
873.0,0.8671
874.0,0.857
875.0,0.8399
876.0,0.849
877.0,0.8576
878.0,0.8675
879.0,0.8543
880.0,0.8361
881.0,0.825
882.0,0.8433
883.0,0.8452
884.0,0.8418
885.0,0.8482
886.0,0.8129
887.0,0.8185
888.0,0.8336
889.0,0.8386
890.0,0.8366
891.0,0.8332
892.0,0.8146
893.0,0.798
894.0,0.7837
895.0,0.7603
896.0,0.7389
897.0,0.6717
898.0,0.7081
899.0,0.588
900.0,0.7069
901.0,0.6083
902.0,0.6618
903.0,0.6798
904.0,0.7846
905.0,0.767
906.0,0.7287
907.0,0.6456
908.0,0.651
909.0,0.6771
910.0,0.6402
911.0,0.6565
912.0,0.6773
913.0,0.65
914.0,0.6421
915.0,0.678
916.0,0.6038
917.0,0.7003
918.0,0.6166
919.0,0.708
920.0,0.7039
921.0,0.7159
922.0,0.6709
923.0,0.6925
924.0,0.6842
925.0,0.6749
926.0,0.6773
927.0,0.7309
928.0,0.6178
929.0,0.5806
930.0,0.5178
931.0,0.4778
932.0,0.391
933.0,0.3504
934.0,0.2635
935.0,0.3454
936.0,0.2568
937.0,0.2737
938.0,0.3146
939.0,0.4718
940.0,0.5309
941.0,0.4451
942.0,0.4849
943.0,0.371
944.0,0.3631
945.0,0.4529
946.0,0.2906
947.0,0.462
948.0,0.3645
949.0,0.5754
950.0,0.2582
951.0,0.5578
952.0,0.373
953.0,0.4288
954.0,0.4746
955.0,0.4364
956.0,0.4051
957.0,0.3737
958.0,0.4985
959.0,0.4498
960.0,0.489
961.0,0.5152
962.0,0.4989
963.0,0.5427
964.0,0.5088
965.0,0.5326
966.0,0.5406
967.0,0.545
968.0,0.6332
969.0,0.6564
970.0,0.6242
971.0,0.6741
972.0,0.6538
973.0,0.6073
974.0,0.5826
975.0,0.5935
976.0,0.582
977.0,0.6227
978.0,0.6059
979.0,0.623
980.0,0.5977
981.0,0.6664
982.0,0.6486
983.0,0.6303
984.0,0.6728
985.0,0.6447
986.0,0.678
987.0,0.6712
988.0,0.6706
989.0,0.6713
990.0,0.6654
991.0,0.6743
992.0,0.6774
993.0,0.6696
994.0,0.6765
995.0,0.6746
996.0,0.6731
997.0,0.6735
998.0,0.6707
999.0,0.6682
1000.0,0.6655
1001.0,0.6717
1002.0,0.6609
1003.0,0.6605
1004.0,0.6464
1005.0,0.6201
1006.0,0.6459
1007.0,0.6588
1008.0,0.6569
1009.0,0.6549
1010.0,0.6531
1011.0,0.6556
1012.0,0.6516
1013.0,0.6538
1014.0,0.6493
1015.0,0.6454
1016.0,0.6427
1017.0,0.6447
1018.0,0.6414
1019.0,0.6307
1020.0,0.6387
1021.0,0.6374
1022.0,0.6336
1023.0,0.6406
1024.0,0.6355
1025.0,0.6393
1026.0,0.6374
1027.0,0.6359
1028.0,0.6349
1029.0,0.6278
1030.0,0.631
1031.0,0.6291
1032.0,0.6269
1033.0,0.6176
1034.0,0.6176
1035.0,0.6196
1036.0,0.6232
1037.0,0.6128
1038.0,0.6159
1039.0,0.6158
1040.0,0.6134
1041.0,0.6162
1042.0,0.6121
1043.0,0.6104
1044.0,0.6127
1045.0,0.6047
1046.0,0.5982
1047.0,0.6039
1048.0,0.6075
1049.0,0.6053
1050.0,0.6027
