Wvlgth,Global_horizn_irradiance
485.0,1.206
486.0,1.054
487.0,1.104
488.0,1.21
489.0,1.214
490.0,1.277
491.0,1.254
492.0,1.184
493.0,1.223
494.0,1.235
495.0,1.245
496.0,1.252
497.0,1.272
498.0,1.212
499.0,1.228
500.0,1.194
501.0,1.172
502.0,1.157
503.0,1.206
504.0,1.182
505.0,1.218
506.0,1.258
507.0,1.197
508.0,1.159
509.0,1.19
510.0,1.183
511.0,1.213
512.0,1.226
513.0,1.161
514.0,1.153
515.0,1.141
516.0,1.139
517.0,1.012
518.0,1.064
519.0,1.116
520.0,1.157
521.0,1.168
522.0,1.169
523.0,1.149
524.0,1.191
525.0,1.206
526.0,1.152
527.0,1.086
528.0,1.149
529.0,1.211
530.0,1.194
531.0,1.212
532.0,1.17
533.0,1.136
534.0,1.169
535.0,1.194
536.0,1.204
537.0,1.156
538.0,1.176
539.0,1.167
540.0,1.119
541.0,1.128
542.0,1.164
543.0,1.151
544.0,1.172
545.0,1.167
546.0,1.173
547.0,1.17
548.0,1.155
549.0,1.158
550.0,1.172
551.0,1.158
552.0,1.166
553.0,1.145
554.0,1.172
555.0,1.174
556.0,1.158
557.0,1.122
558.0,1.114
559.0,1.093
560.0,1.107
561.0,1.122
562.0,1.115
563.0,1.146
564.0,1.116
565.0,1.106
566.0,1.091
567.0,1.112
568.0,1.105
569.0,1.085
570.0,1.083
571.0,1.075
572.0,1.105
573.0,1.117
574.0,1.114
575.0,1.095
576.0,1.085
577.0,1.096
578.0,1.078
579.0,1.08
580.0,1.096
581.0,1.099
582.0,1.117
583.0,1.118
584.0,1.127
585.0,1.098
586.0,1.075
587.0,1.1
588.0,1.081
589.0,0.9728
590.0,1.016
591.0,1.065
592.0,1.058
593.0,1.066
594.0,1.063
595.0,1.041
596.0,1.069
597.0,1.06
598.0,1.054
599.0,1.054
600.0,1.052
601.0,1.04
602.0,1.032
603.0,1.048
604.0,1.064
605.0,1.058
606.0,1.054
607.0,1.066
608.0,1.054
609.0,1.056
610.0,1.047
611.0,1.053
612.0,1.049
613.0,1.036
614.0,1.021
615.0,1.043
616.0,1.009
617.0,1.007
618.0,1.045
619.0,1.034
620.0,1.04
621.0,1.04
622.0,1.02
623.0,0.9979
624.0,0.9845
625.0,0.9891
626.0,1.006
627.0,1.021
628.0,0.9805
629.0,1.008
630.0,0.9858
631.0,1.001
632.0,0.9908
633.0,1.019
634.0,1.007
635.0,1.022
636.0,1.006
637.0,1.021
638.0,1.028
639.0,1.017
640.0,1.007
641.0,1.006
642.0,1.001
643.0,1.014
644.0,1.01
645.0,1.013
646.0,0.9946
647.0,0.9922
648.0,0.9965
649.0,0.9771
650.0,0.9702
651.0,1.01
652.0,0.9833
653.0,0.9969
654.0,0.9842
655.0,0.9546
656.0,0.841
657.0,0.863
658.0,0.9628
659.0,0.9652
660.0,0.9632
661.0,0.9592
662.0,0.9543
663.0,0.9398
664.0,0.9573
665.0,0.9614
666.0,0.9661
667.0,0.9675
668.0,0.9686
669.0,0.9839
670.0,0.9799
671.0,0.9796
672.0,0.9712
673.0,0.9858
674.0,0.9821
675.0,0.973
676.0,0.9795
677.0,0.9694
678.0,0.9717
679.0,0.9559
680.0,0.9637
681.0,0.9578
682.0,0.957
683.0,0.9555
684.0,0.9511
685.0,0.9593
686.0,0.9543
687.0,0.7505
688.0,0.8216
689.0,0.823
690.0,0.845
691.0,0.8693
692.0,0.887
693.0,0.8869
694.0,0.8867
695.0,0.9068
696.0,0.9103
697.0,0.9382
698.0,0.9248
699.0,0.9207
700.0,0.9099
701.0,0.9056
702.0,0.9068
703.0,0.9088
704.0,0.928
705.0,0.9311
706.0,0.9265
707.0,0.9268
708.0,0.9293
709.0,0.9255
710.0,0.9286
711.0,0.9258
712.0,0.9212
713.0,0.9147
714.0,0.9184
715.0,0.8962
716.0,0.8998
717.0,0.8401
718.0,0.7969
719.0,0.7433
720.0,0.7775
721.0,0.8144
722.0,0.8816
723.0,0.8487
724.0,0.7961
725.0,0.7923
726.0,0.816
727.0,0.8198
728.0,0.7911
729.0,0.7963
730.0,0.8358
731.0,0.8087
732.0,0.8419
733.0,0.8675
734.0,0.8825
735.0,0.8673
736.0,0.8662
737.0,0.8708
738.0,0.8715
739.0,0.8557
740.0,0.8733
741.0,0.8619
742.0,0.8604
743.0,0.8816
744.0,0.8776
745.0,0.8766
746.0,0.8808
747.0,0.8825
748.0,0.8807
749.0,0.8707
750.0,0.8703
751.0,0.8616
752.0,0.8654
753.0,0.8698
754.0,0.872
755.0,0.8672
756.0,0.8668
757.0,0.8682
758.0,0.8577
759.0,0.8467
760.0,0.2856
761.0,0.1932
762.0,0.5596
763.0,0.3691
764.0,0.4726
765.0,0.5599
766.0,0.6235
767.0,0.7275
768.0,0.795
769.0,0.802
770.0,0.8184
771.0,0.8203
772.0,0.8205
773.0,0.8259
774.0,0.8215
775.0,0.815
776.0,0.8247
777.0,0.8138
778.0,0.8089
779.0,0.8096
780.0,0.8049
781.0,0.8057
782.0,0.8107
783.0,0.7965
784.0,0.8002
785.0,0.795
786.0,0.8044
787.0,0.7962
788.0,0.7893
789.0,0.7909
790.0,0.779
791.0,0.777
792.0,0.7701
793.0,0.7587
794.0,0.7615
795.0,0.7768
796.0,0.7655
797.0,0.7665
798.0,0.7774
799.0,0.7749
800.0,0.7647
801.0,0.7645
802.0,0.762
803.0,0.7577
804.0,0.7574
805.0,0.7515
806.0,0.7672
807.0,0.7593
808.0,0.7591
809.0,0.7489
810.0,0.7473
811.0,0.752
812.0,0.7394
813.0,0.7308
814.0,0.6764
815.0,0.6735
816.0,0.6422
817.0,0.6472
818.0,0.6301
819.0,0.6705
820.0,0.6447
821.0,0.708
822.0,0.6965
823.0,0.5526
824.0,0.6903
825.0,0.7004
826.0,0.6873
827.0,0.7099
828.0,0.6431
829.0,0.681
830.0,0.6764
831.0,0.6766
832.0,0.6646
833.0,0.6807
834.0,0.6682
835.0,0.7092
836.0,0.6932
837.0,0.7102
838.0,0.6941
839.0,0.6984
840.0,0.712
841.0,0.7047
842.0,0.702
843.0,0.6975
844.0,0.6903
845.0,0.7101
846.0,0.7064
847.0,0.6919
848.0,0.6894
849.0,0.6698
850.0,0.6414
851.0,0.6811
852.0,0.6755
853.0,0.6485
854.0,0.5613
855.0,0.6147
856.0,0.6727
857.0,0.6864
858.0,0.6819
859.0,0.6818
860.0,0.6824
861.0,0.6789
862.0,0.6893
863.0,0.7056
864.0,0.6703
865.0,0.6643
866.0,0.5973
867.0,0.6233
868.0,0.6782
869.0,0.6641
870.0,0.683
871.0,0.6738
872.0,0.6713
873.0,0.6699
874.0,0.6619
875.0,0.6486
876.0,0.6555
877.0,0.6619
878.0,0.6695
879.0,0.6591
880.0,0.6449
881.0,0.6362
882.0,0.6502
883.0,0.6516
884.0,0.6487
885.0,0.6536
886.0,0.6261
887.0,0.6304
888.0,0.6418
889.0,0.6456
890.0,0.6438
891.0,0.6412
892.0,0.6266
893.0,0.6135
894.0,0.6021
895.0,0.5836
896.0,0.5667
897.0,0.5143
898.0,0.5425
899.0,0.4491
900.0,0.5417
901.0,0.465
902.0,0.5066
903.0,0.5201
904.0,0.6016
905.0,0.5878
906.0,0.558
907.0,0.4932
908.0,0.4974
909.0,0.5179
910.0,0.4886
911.0,0.5013
912.0,0.5175
913.0,0.4958
914.0,0.4899
915.0,0.5175
916.0,0.4602
917.0,0.5348
918.0,0.4699
919.0,0.5406
920.0,0.5376
921.0,0.5469
922.0,0.5118
923.0,0.5288
924.0,0.5218
925.0,0.5145
926.0,0.5164
927.0,0.5577
928.0,0.4696
929.0,0.4408
930.0,0.3924
931.0,0.3618
932.0,0.2953
933.0,0.2641
934.0,0.1977
935.0,0.2605
936.0,0.1929
937.0,0.2056
938.0,0.2366
939.0,0.3568
940.0,0.4021
941.0,0.3363
942.0,0.3668
943.0,0.2797
944.0,0.2739
945.0,0.3419
946.0,0.2183
947.0,0.3486
948.0,0.2745
949.0,0.4353
950.0,0.1934
951.0,0.4218
952.0,0.2806
953.0,0.323
954.0,0.3582
955.0,0.329
956.0,0.3049
957.0,0.2808
958.0,0.3764
959.0,0.3389
960.0,0.3686
961.0,0.3887
962.0,0.3763
963.0,0.4097
964.0,0.3837
965.0,0.402
966.0,0.4081
967.0,0.4113
968.0,0.479
969.0,0.4967
970.0,0.4719
971.0,0.5102
972.0,0.4946
973.0,0.4588
974.0,0.4398
975.0,0.4482
976.0,0.4392
977.0,0.4704
978.0,0.4574
979.0,0.4705
980.0,0.4511
981.0,0.5037
982.0,0.4899
983.0,0.4758
984.0,0.5084
985.0,0.4867
986.0,0.5124
987.0,0.5071
988.0,0.5065
989.0,0.5072
990.0,0.5025
991.0,0.5093
992.0,0.5115
993.0,0.5055
994.0,0.5107
995.0,0.5092
996.0,0.5081
997.0,0.5083
998.0,0.5061
999.0,0.5041
1000.0,0.502
1001.0,0.5067
1002.0,0.4984
1003.0,0.4981
1004.0,0.4873
1005.0,0.4675
1006.0,0.4869
1007.0,0.4965
1008.0,0.495
1009.0,0.4934
1010.0,0.492
1011.0,0.4939
1012.0,0.4908
1013.0,0.4924
1014.0,0.4889
1015.0,0.4859
1016.0,0.4839
1017.0,0.4853
1018.0,0.4828
1019.0,0.4746
1020.0,0.4806
1021.0,0.4796
1022.0,0.4766
1023.0,0.4819
1024.0,0.4779
1025.0,0.4808
1026.0,0.4793
1027.0,0.4781
1028.0,0.4773
1029.0,0.4719
1030.0,0.4743
1031.0,0.4728
1032.0,0.4711
1033.0,0.4641
1034.0,0.464
1035.0,0.4654
1036.0,0.4681
1037.0,0.4602
1038.0,0.4625
1039.0,0.4624
1040.0,0.4605
1041.0,0.4626
1042.0,0.4594
1043.0,0.4581
1044.0,0.4598
1045.0,0.4537
1046.0,0.4488
1047.0,0.453
1048.0,0.4556
1049.0,0.4539
1050.0,0.4519
