Wvlgth,Difuse_horizn_irradiance
639.0,0.1485
640.0,0.1466
641.0,0.146
642.0,0.1448
643.0,0.1464
644.0,0.1453
645.0,0.1453
646.0,0.1422
647.0,0.1412
648.0,0.1413
649.0,0.1382
650.0,0.137
651.0,0.1423
652.0,0.1378
653.0,0.1396
654.0,0.1375
655.0,0.1328
656.0,0.1167
657.0,0.1194
658.0,0.1328
659.0,0.1328
660.0,0.132
661.0,0.1308
662.0,0.1295
663.0,0.1273
664.0,0.1296
665.0,0.13
666.0,0.1304
667.0,0.1303
668.0,0.1302
669.0,0.1319
670.0,0.1311
671.0,0.1307
672.0,0.1293
673.0,0.1309
674.0,0.1301
675.0,0.1285
676.0,0.1291
677.0,0.1274
678.0,0.1274
679.0,0.125
680.0,0.1258
681.0,0.1247
682.0,0.1244
683.0,0.1239
684.0,0.1231
685.0,0.1239
686.0,0.123
687.0,0.09215
688.0,0.1026
689.0,0.1026
690.0,0.1059
691.0,0.1095
692.0,0.1122
693.0,0.1122
694.0,0.1121
695.0,0.1151
696.0,0.1155
697.0,0.1197
698.0,0.1179
699.0,0.1171
700.0,0.1158
701.0,0.1152
702.0,0.1156
703.0,0.1159
704.0,0.1186
705.0,0.1191
706.0,0.1187
707.0,0.1189
708.0,0.1194
709.0,0.1191
710.0,0.1196
711.0,0.1194
712.0,0.119
713.0,0.1183
714.0,0.1189
715.0,0.1161
716.0,0.1167
717.0,0.1074
718.0,0.1017
719.0,0.09453
720.0,0.09915
721.0,0.105
722.0,0.1151
723.0,0.1102
724.0,0.1026
725.0,0.1022
726.0,0.1056
727.0,0.1064
728.0,0.1022
729.0,0.1035
730.0,0.109
731.0,0.1051
732.0,0.1103
733.0,0.1143
734.0,0.1165
735.0,0.1144
736.0,0.1143
737.0,0.1149
738.0,0.1154
739.0,0.1132
740.0,0.1156
741.0,0.1141
742.0,0.1139
743.0,0.1166
744.0,0.116
745.0,0.1158
746.0,0.1162
747.0,0.1163
748.0,0.1159
749.0,0.1144
750.0,0.1142
751.0,0.1129
752.0,0.1132
753.0,0.1136
754.0,0.1137
755.0,0.1129
756.0,0.1126
757.0,0.1126
758.0,0.111
759.0,0.1091
760.0,0.02873
761.0,0.01779
762.0,0.06553
763.0,0.0391
764.0,0.05288
765.0,0.06511
766.0,0.07486
767.0,0.08959
768.0,0.09959
769.0,0.1007
770.0,0.103
771.0,0.1032
772.0,0.1031
773.0,0.1036
774.0,0.1028
775.0,0.1018
776.0,0.1028
777.0,0.1012
778.0,0.1003
779.0,0.1002
780.0,0.09942
781.0,0.0993
782.0,0.09971
783.0,0.09776
784.0,0.098
785.0,0.09714
786.0,0.09805
787.0,0.09671
788.0,0.09559
789.0,0.09554
790.0,0.09361
791.0,0.09341
792.0,0.0924
793.0,0.09079
794.0,0.09119
795.0,0.09276
796.0,0.09083
797.0,0.09079
798.0,0.09219
799.0,0.09163
800.0,0.09016
801.0,0.08986
802.0,0.08939
803.0,0.08865
804.0,0.08845
805.0,0.08767
806.0,0.08946
807.0,0.08829
808.0,0.08809
809.0,0.08662
810.0,0.08616
811.0,0.08641
812.0,0.08447
813.0,0.08309
814.0,0.07569
815.0,0.07524
816.0,0.0713
817.0,0.07183
818.0,0.06964
819.0,0.07481
820.0,0.07139
821.0,0.07946
822.0,0.0778
823.0,0.05897
824.0,0.07651
825.0,0.0778
826.0,0.07579
827.0,0.07861
828.0,0.06994
829.0,0.07475
830.0,0.07403
831.0,0.07395
832.0,0.07226
833.0,0.07448
834.0,0.0726
835.0,0.0776
836.0,0.07525
837.0,0.07741
838.0,0.07536
839.0,0.07582
840.0,0.07719
841.0,0.07616
842.0,0.07581
843.0,0.07525
844.0,0.07428
845.0,0.07632
846.0,0.07578
847.0,0.07409
848.0,0.07363
849.0,0.07139
850.0,0.06823
851.0,0.07224
852.0,0.07152
853.0,0.06856
854.0,0.0592
855.0,0.06474
856.0,0.07069
857.0,0.07201
858.0,0.07138
859.0,0.07125
860.0,0.07118
861.0,0.07067
862.0,0.07161
863.0,0.07316
864.0,0.06936
865.0,0.06861
866.0,0.06156
867.0,0.06412
868.0,0.06963
869.0,0.06804
870.0,0.06984
871.0,0.06875
872.0,0.06836
873.0,0.06808
874.0,0.06714
875.0,0.06565
876.0,0.06621
877.0,0.06673
878.0,0.06735
879.0,0.06617
880.0,0.06462
881.0,0.0636
882.0,0.06485
883.0,0.06487
884.0,0.06445
885.0,0.0648
886.0,0.06188
887.0,0.06223
888.0,0.06318
889.0,0.06349
890.0,0.06312
891.0,0.06278
892.0,0.06113
893.0,0.05954
894.0,0.05805
895.0,0.05582
896.0,0.05382
897.0,0.0481
898.0,0.05102
899.0,0.04082
900.0,0.05099
901.0,0.04276
902.0,0.04719
903.0,0.04819
904.0,0.05693
905.0,0.05531
906.0,0.05219
907.0,0.04506
908.0,0.04553
909.0,0.04776
910.0,0.04422
911.0,0.04557
912.0,0.0473
913.0,0.04456
914.0,0.04411
915.0,0.04678
916.0,0.04095
917.0,0.04859
918.0,0.04178
919.0,0.04901
920.0,0.04887
921.0,0.04985
922.0,0.04599
923.0,0.04799
924.0,0.04679
925.0,0.04595
926.0,0.04612
927.0,0.05017
928.0,0.04071
929.0,0.03773
930.0,0.03278
931.0,0.02996
932.0,0.02364
933.0,0.02065
934.0,0.01461
935.0,0.02053
936.0,0.01449
937.0,0.01541
938.0,0.01804
939.0,0.02913
940.0,0.03338
941.0,0.02714
942.0,0.02997
943.0,0.02198
944.0,0.02163
945.0,0.02734
946.0,0.01636
947.0,0.02771
948.0,0.0212
949.0,0.03571
950.0,0.01397
951.0,0.03441
952.0,0.02144
953.0,0.02517
954.0,0.02855
955.0,0.02585
956.0,0.02351
957.0,0.02123
958.0,0.03007
959.0,0.02641
960.0,0.02894
961.0,0.03084
962.0,0.02968
963.0,0.03277
964.0,0.03034
965.0,0.03202
966.0,0.03261
967.0,0.03281
968.0,0.03926
969.0,0.04072
970.0,0.03837
971.0,0.042
972.0,0.04044
973.0,0.03695
974.0,0.03513
975.0,0.03593
976.0,0.03497
977.0,0.03791
978.0,0.03658
979.0,0.03779
980.0,0.03593
981.0,0.04071
982.0,0.03932
983.0,0.03797
984.0,0.04107
985.0,0.03888
986.0,0.04139
987.0,0.0408
988.0,0.04067
989.0,0.04082
990.0,0.04024
991.0,0.04083
992.0,0.04096
993.0,0.04031
994.0,0.04077
995.0,0.0406
996.0,0.04043
997.0,0.04039
998.0,0.04015
999.0,0.03993
1000.0,0.03967
1001.0,0.04001
1002.0,0.03918
1003.0,0.03921
1004.0,0.03827
1005.0,0.0367
1006.0,0.03813
1007.0,0.03884
1008.0,0.03865
1009.0,0.03844
1010.0,0.03826
1011.0,0.03841
1012.0,0.03808
1013.0,0.03818
1014.0,0.03785
1015.0,0.03756
1016.0,0.03734
1017.0,0.03739
1018.0,0.03715
1019.0,0.03643
1020.0,0.03687
1021.0,0.03674
1022.0,0.03645
1023.0,0.03679
1024.0,0.0364
1025.0,0.03661
1026.0,0.03644
1027.0,0.0363
1028.0,0.03618
1029.0,0.03571
1030.0,0.03585
1031.0,0.03568
1032.0,0.0355
1033.0,0.03492
1034.0,0.03487
1035.0,0.03492
1036.0,0.03507
1037.0,0.03443
1038.0,0.03454
1039.0,0.03448
1040.0,0.03429
1041.0,0.03439
1042.0,0.0341
1043.0,0.03395
1044.0,0.03403
1045.0,0.03352
1046.0,0.03311
1047.0,0.03337
1048.0,0.03351
1049.0,0.03333
1050.0,0.03313
