Wvlgth,Global_horizn_irradiance
460.0,0.7276
461.0,0.7442
462.0,0.75
463.0,0.7448
464.0,0.7327
465.0,0.7238
466.0,0.731
467.0,0.7175
468.0,0.726
469.0,0.7299
470.0,0.7068
471.0,0.7058
472.0,0.7438
473.0,0.7346
474.0,0.7355
475.0,0.742
476.0,0.7201
477.0,0.7221
478.0,0.7413
479.0,0.7355
480.0,0.7357
481.0,0.7485
482.0,0.7519
483.0,0.7427
484.0,0.7277
485.0,0.6938
486.0,0.6067
487.0,0.6359
488.0,0.6974
489.0,0.6994
490.0,0.7355
491.0,0.7227
492.0,0.6824
493.0,0.7048
494.0,0.7117
495.0,0.7176
496.0,0.7216
497.0,0.7326
498.0,0.6978
499.0,0.7062
500.0,0.6857
501.0,0.6726
502.0,0.6631
503.0,0.6905
504.0,0.6778
505.0,0.6963
506.0,0.72
507.0,0.6862
508.0,0.6645
509.0,0.6826
510.0,0.6786
511.0,0.6959
512.0,0.7033
513.0,0.666
514.0,0.6612
515.0,0.6545
516.0,0.653
517.0,0.5802
518.0,0.61
519.0,0.6397
520.0,0.6627
521.0,0.6686
522.0,0.6689
523.0,0.6571
524.0,0.6806
525.0,0.6882
526.0,0.6566
527.0,0.6183
528.0,0.6529
529.0,0.6873
530.0,0.6772
531.0,0.687
532.0,0.6632
533.0,0.6438
534.0,0.6627
535.0,0.6768
536.0,0.6827
537.0,0.6558
538.0,0.6676
539.0,0.6624
540.0,0.6352
541.0,0.6408
542.0,0.6608
543.0,0.6523
544.0,0.6644
545.0,0.661
546.0,0.6641
547.0,0.6616
548.0,0.6528
549.0,0.6547
550.0,0.6629
551.0,0.6546
552.0,0.6588
553.0,0.6467
554.0,0.6615
555.0,0.6621
556.0,0.6529
557.0,0.6322
558.0,0.6266
559.0,0.6141
560.0,0.6217
561.0,0.6297
562.0,0.6247
563.0,0.6416
564.0,0.6239
565.0,0.6182
566.0,0.6089
567.0,0.6204
568.0,0.6162
569.0,0.6059
570.0,0.6036
571.0,0.5972
572.0,0.6138
573.0,0.6201
574.0,0.6179
575.0,0.6067
576.0,0.6008
577.0,0.6071
578.0,0.5975
579.0,0.5993
580.0,0.6098
581.0,0.6123
582.0,0.624
583.0,0.6259
584.0,0.6315
585.0,0.616
586.0,0.6034
587.0,0.6175
588.0,0.6084
589.0,0.5513
590.0,0.5757
591.0,0.6018
592.0,0.599
593.0,0.602
594.0,0.6003
595.0,0.5887
596.0,0.6002
597.0,0.595
598.0,0.591
599.0,0.59
600.0,0.588
601.0,0.5807
602.0,0.5757
603.0,0.5838
604.0,0.5925
605.0,0.5897
606.0,0.589
607.0,0.5966
608.0,0.5913
609.0,0.5932
610.0,0.5889
611.0,0.5929
612.0,0.5913
613.0,0.584
614.0,0.5766
615.0,0.59
616.0,0.5712
617.0,0.5704
618.0,0.5925
619.0,0.5867
620.0,0.5898
621.0,0.5886
622.0,0.5745
623.0,0.5591
624.0,0.5535
625.0,0.5586
626.0,0.5692
627.0,0.5781
628.0,0.5447
629.0,0.568
630.0,0.5545
631.0,0.5679
632.0,0.5654
633.0,0.5837
634.0,0.5778
635.0,0.5874
636.0,0.5788
637.0,0.588
638.0,0.5929
639.0,0.5873
640.0,0.5824
641.0,0.5828
642.0,0.5803
643.0,0.5891
644.0,0.5871
645.0,0.5898
646.0,0.5808
647.0,0.5823
648.0,0.587
649.0,0.5756
650.0,0.569
651.0,0.5918
652.0,0.5813
653.0,0.5853
654.0,0.5777
655.0,0.5626
656.0,0.4946
657.0,0.5077
658.0,0.5656
659.0,0.5657
660.0,0.5625
661.0,0.5552
662.0,0.5475
663.0,0.5415
664.0,0.5564
665.0,0.5617
666.0,0.5666
667.0,0.5692
668.0,0.5709
669.0,0.5808
670.0,0.5789
671.0,0.5791
672.0,0.5745
673.0,0.5836
674.0,0.5818
675.0,0.5768
676.0,0.5809
677.0,0.5752
678.0,0.5767
679.0,0.5676
680.0,0.5726
681.0,0.5694
682.0,0.5692
683.0,0.5686
684.0,0.5663
685.0,0.5713
686.0,0.5685
687.0,0.3875
688.0,0.4492
689.0,0.451
690.0,0.4721
691.0,0.4966
692.0,0.5182
693.0,0.5299
694.0,0.5387
695.0,0.5504
696.0,0.5542
697.0,0.5643
698.0,0.5568
699.0,0.5588
700.0,0.5525
701.0,0.551
702.0,0.5504
703.0,0.5524
704.0,0.5617
705.0,0.5643
706.0,0.5602
707.0,0.5602
708.0,0.5618
709.0,0.5582
710.0,0.5608
711.0,0.5588
712.0,0.5555
713.0,0.5523
714.0,0.5546
715.0,0.5429
716.0,0.5462
717.0,0.5278
718.0,0.5123
719.0,0.4845
720.0,0.5023
721.0,0.5121
722.0,0.5381
723.0,0.5286
724.0,0.5067
725.0,0.5074
726.0,0.5147
727.0,0.5182
728.0,0.5029
729.0,0.5004
730.0,0.5217
731.0,0.5097
732.0,0.5227
733.0,0.5315
734.0,0.5394
735.0,0.5309
736.0,0.5298
737.0,0.5332
738.0,0.5301
739.0,0.5212
740.0,0.5304
741.0,0.5225
742.0,0.521
743.0,0.5336
744.0,0.5308
745.0,0.5298
746.0,0.5323
747.0,0.5333
748.0,0.5322
749.0,0.5262
750.0,0.526
751.0,0.5209
752.0,0.5233
753.0,0.526
754.0,0.5275
755.0,0.5247
756.0,0.5244
757.0,0.5253
758.0,0.5189
759.0,0.5093
760.0,0.09229
761.0,0.05027
762.0,0.2682
763.0,0.138
764.0,0.204
765.0,0.268
766.0,0.3254
767.0,0.4071
768.0,0.4673
769.0,0.4765
770.0,0.492
771.0,0.4957
772.0,0.4966
773.0,0.5001
774.0,0.4976
775.0,0.4937
776.0,0.4996
777.0,0.493
778.0,0.49
779.0,0.4904
780.0,0.4876
781.0,0.4882
782.0,0.4913
783.0,0.4829
784.0,0.4852
785.0,0.4824
786.0,0.4884
787.0,0.485
788.0,0.4817
789.0,0.4838
790.0,0.4787
791.0,0.4757
792.0,0.4713
793.0,0.4648
794.0,0.4632
795.0,0.4734
796.0,0.4701
797.0,0.4705
798.0,0.4741
799.0,0.4735
800.0,0.4684
801.0,0.4686
802.0,0.467
803.0,0.4647
804.0,0.4642
805.0,0.4596
806.0,0.4678
807.0,0.4634
808.0,0.4628
809.0,0.4577
810.0,0.458
811.0,0.4612
812.0,0.4567
813.0,0.4537
814.0,0.4318
815.0,0.4297
816.0,0.4199
817.0,0.4185
818.0,0.4084
819.0,0.4213
820.0,0.4109
821.0,0.4363
822.0,0.4332
823.0,0.3702
824.0,0.4333
825.0,0.4351
826.0,0.4302
827.0,0.4405
828.0,0.4137
829.0,0.4276
830.0,0.427
831.0,0.4258
832.0,0.4224
833.0,0.4211
834.0,0.4174
835.0,0.4351
836.0,0.4302
837.0,0.4355
838.0,0.4271
839.0,0.4281
840.0,0.436
841.0,0.4323
842.0,0.4296
843.0,0.4258
844.0,0.4222
845.0,0.4332
846.0,0.4308
847.0,0.4215
848.0,0.4205
849.0,0.4085
850.0,0.3911
851.0,0.4157
852.0,0.412
853.0,0.395
854.0,0.3424
855.0,0.3744
856.0,0.4101
857.0,0.4181
858.0,0.4155
859.0,0.4153
860.0,0.4156
861.0,0.4136
862.0,0.4199
863.0,0.4299
864.0,0.4085
865.0,0.4049
866.0,0.3641
867.0,0.38
868.0,0.4135
869.0,0.405
870.0,0.4165
871.0,0.4109
872.0,0.4094
873.0,0.4086
874.0,0.4037
875.0,0.3957
876.0,0.3999
877.0,0.4038
878.0,0.4085
879.0,0.4022
880.0,0.3935
881.0,0.3885
882.0,0.397
883.0,0.3977
884.0,0.396
885.0,0.399
886.0,0.383
887.0,0.3851
888.0,0.3928
889.0,0.394
890.0,0.394
891.0,0.3919
892.0,0.384
893.0,0.3782
894.0,0.3746
895.0,0.3673
896.0,0.3657
897.0,0.344
898.0,0.3524
899.0,0.3033
900.0,0.3458
901.0,0.3154
902.0,0.3256
903.0,0.3376
904.0,0.3745
905.0,0.369
906.0,0.3541
907.0,0.3251
908.0,0.3289
909.0,0.3336
910.0,0.3238
911.0,0.3281
912.0,0.3351
913.0,0.3291
914.0,0.328
915.0,0.3371
916.0,0.3158
917.0,0.3423
918.0,0.3205
919.0,0.3449
920.0,0.3453
921.0,0.3427
922.0,0.3283
923.0,0.3314
924.0,0.3334
925.0,0.3299
926.0,0.3297
927.0,0.3496
928.0,0.3153
929.0,0.3023
930.0,0.2777
931.0,0.2567
932.0,0.2199
933.0,0.2054
934.0,0.1695
935.0,0.1954
936.0,0.1567
937.0,0.1695
938.0,0.1891
939.0,0.2518
940.0,0.2761
941.0,0.2418
942.0,0.2555
943.0,0.2051
944.0,0.1971
945.0,0.2458
946.0,0.1725
947.0,0.2521
948.0,0.2057
949.0,0.2957
950.0,0.1614
951.0,0.2871
952.0,0.2129
953.0,0.2361
954.0,0.2502
955.0,0.2352
956.0,0.2251
957.0,0.2189
958.0,0.2561
959.0,0.2415
960.0,0.2593
961.0,0.2672
962.0,0.2604
963.0,0.2757
964.0,0.2627
965.0,0.27
966.0,0.2803
967.0,0.284
968.0,0.3064
969.0,0.3141
970.0,0.3058
971.0,0.319
972.0,0.3111
973.0,0.2999
974.0,0.2877
975.0,0.2908
976.0,0.2893
977.0,0.3035
978.0,0.2979
979.0,0.3017
980.0,0.296
981.0,0.314
982.0,0.3085
983.0,0.3021
984.0,0.3142
985.0,0.3064
986.0,0.315
987.0,0.3127
988.0,0.3126
989.0,0.3107
990.0,0.3096
991.0,0.3121
992.0,0.3133
993.0,0.3109
994.0,0.3127
995.0,0.3116
996.0,0.3112
997.0,0.3112
998.0,0.31
999.0,0.3087
1000.0,0.3078
1001.0,0.3102
1002.0,0.3068
1003.0,0.3051
1004.0,0.2989
1005.0,0.2862
1006.0,0.2984
1007.0,0.3041
1008.0,0.3035
1009.0,0.3029
1010.0,0.3022
1011.0,0.3024
1012.0,0.3009
1013.0,0.3014
1014.0,0.2993
1015.0,0.2975
1016.0,0.2962
1017.0,0.2972
1018.0,0.2954
1019.0,0.291
1020.0,0.2942
1021.0,0.2934
1022.0,0.2918
1023.0,0.2951
1024.0,0.2934
1025.0,0.2942
1026.0,0.2934
1027.0,0.2926
1028.0,0.2922
1029.0,0.2889
1030.0,0.29
1031.0,0.2892
1032.0,0.288
1033.0,0.2837
1034.0,0.2836
1035.0,0.2844
1036.0,0.2861
1037.0,0.2811
1038.0,0.2825
1039.0,0.2824
1040.0,0.2812
1041.0,0.2825
1042.0,0.2805
1043.0,0.2796
1044.0,0.2806
1045.0,0.2769
1046.0,0.2738
1047.0,0.2763
1048.0,0.2779
1049.0,0.2767
1050.0,0.2754
