Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance
.2945E+03 .5621E+00 .5881E-09 .5677E-07 .5701E-07
.2950E+03 .5338E+00 .1815E-08 .1022E-06 .1030E-06
.2955E+03 .6022E+00 .8847E-08 .2557E-06 .2593E-06
.2960E+03 .6424E+00 .2534E-07 .4657E-06 .4762E-06
.2965E+03 .5096E+00 .5126E-07 .5874E-06 .6087E-06
.2970E+03 .4387E+00 .9283E-07 .8244E-06 .8629E-06
.2975E+03 .6182E+00 .3731E-06 .2386E-05 .2540E-05
.2980E+03 .5769E+00 .8079E-06 .4017E-05 .4353E-05
.2985E+03 .3918E+00 .1021E-05 .4251E-05 .4675E-05
.2990E+03 .5966E+00 .2780E-05 .9885E-05 .1104E-04
.2995E+03 .5394E+00 .6480E-05 .1843E-04 .2112E-04
.3000E+03 .4310E+00 .8098E-05 .2091E-04 .2427E-04
.3005E+03 .4542E+00 .1378E-04 .3254E-04 .3826E-04
.3010E+03 .5109E+00 .3102E-04 .6696E-04 .7983E-04
.3015E+03 .5477E+00 .5818E-04 .1216E-03 .1458E-03
.3020E+03 .3872E+00 .5365E-04 .1118E-03 .1341E-03
.3025E+03 .5624E+00 .1263E-03 .2767E-03 .3292E-03
.3030E+03 .7000E+00 .2832E-03 .5160E-03 .6336E-03
.3035E+03 .7123E+00 .4012E-03 .6580E-03 .8245E-03
.3040E+03 .5970E+00 .3948E-03 .6127E-03 .7765E-03
.3045E+03 .6704E+00 .6553E-03 .9461E-03 .1218E-02
.3050E+03 .6961E+00 .1129E-02 .1583E-02 .2052E-02
.3055E+03 .6335E+00 .1389E-02 .1922E-02 .2499E-02
.3060E+03 .5609E+00 .1387E-02 .1897E-02 .2472E-02
.3065E+03 .6059E+00 .1809E-02 .2456E-02 .3207E-02
.3070E+03 .6664E+00 .2916E-02 .3995E-02 .5205E-02
.3075E+03 .6739E+00 .4147E-02 .5796E-02 .7518E-02
.3080E+03 .6789E+00 .4441E-02 .6160E-02 .8004E-02
.3085E+03 .7036E+00 .5427E-02 .7589E-02 .9841E-02
.3090E+03 .5813E+00 .5101E-02 .7168E-02 .9286E-02
.3095E+03 .5310E+00 .6634E-02 .9957E-02 .1271E-01
.3100E+03 .4808E+00 .7061E-02 .1017E-01 .1310E-01
.3105E+03 .7390E+00 .1179E-01 .1656E-01 .2145E-01
.3110E+03 .8520E+00 .1549E-01 .2108E-01 .2751E-01
.3115E+03 .7906E+00 .1529E-01 .2040E-01 .2675E-01
.3120E+03 .6638E+00 .1655E-01 .2115E-01 .2802E-01
.3125E+03 .7205E+00 .2115E-01 .2632E-01 .3510E-01
.3130E+03 .7355E+00 .2356E-01 .2881E-01 .3859E-01
.3135E+03 .7502E+00 .2259E-01 .2743E-01 .3680E-01
.3140E+03 .8204E+00 .2979E-01 .3536E-01 .4772E-01
.3145E+03 .6131E+00 .2799E-01 .3270E-01 .4432E-01
.3150E+03 .7796E+00 .3731E-01 .4307E-01 .5856E-01
.3155E+03 .7034E+00 .3072E-01 .3502E-01 .4777E-01
.3160E+03 .5358E+00 .2810E-01 .3171E-01 .4337E-01
.3165E+03 .6856E+00 .4174E-01 .4692E-01 .6424E-01
.3170E+03 .8507E+00 .5205E-01 .5784E-01 .7945E-01
.3175E+03 .9101E+00 .5415E-01 .5929E-01 .8177E-01
.3180E+03 .6560E+00 .4332E-01 .4721E-01 .6519E-01
.3185E+03 .7055E+00 .5563E-01 .6120E-01 .8429E-01
.3190E+03 .7789E+00 .6715E-01 .7405E-01 .1019E+00
.3195E+03 .7064E+00 .5415E-01 .5773E-01 .8021E-01
.3200E+03 .8651E+00 .6570E-01 .6905E-01 .9632E-01
.3205E+03 .9389E+00 .8469E-01 .9046E-01 .1256E+00
.3210E+03 .7397E+00 .7684E-01 .8396E-01 .1159E+00
.3215E+03 .6981E+00 .7422E-01 .8043E-01 .1112E+00
.3220E+03 .8427E+00 .7862E-01 .8117E-01 .1138E+00
.3225E+03 .7255E+00 .6901E-01 .7058E-01 .9922E-01
.3230E+03 .6619E+00 .6991E-01 .7235E-01 .1014E+00
.3235E+03 .7064E+00 .8724E-01 .9206E-01 .1283E+00
.3240E+03 .8081E+00 .1027E+00 .1074E+00 .1500E+00
.3245E+03 .8549E+00 .1041E+00 .1073E+00 .1505E+00
.3250E+03 .8110E+00 .9034E-01 .8984E-01 .1273E+00
.3255E+03 .9735E+00 .1175E+00 .1182E+00 .1670E+00
.3260E+03 .1088E+01 .1459E+00 .1463E+00 .2068E+00
.3265E+03 .1031E+01 .1479E+00 .1482E+00 .2096E+00
.3270E+03 .1044E+01 .1481E+00 .1461E+00 .2076E+00
.3275E+03 .1030E+01 .1436E+00 .1395E+00 .1992E+00
.3280E+03 .9857E+00 .1270E+00 .1216E+00 .1743E+00
.3285E+03 .9447E+00 .1367E+00 .1304E+00 .1871E+00
.3290E+03 .1059E+01 .1653E+00 .1589E+00 .2275E+00
.3295E+03 .1178E+01 .1887E+00 .1807E+00 .2590E+00
.3300E+03 .1202E+01 .1916E+00 .1805E+00 .2600E+00
.3305E+03 .1006E+01 .1540E+00 .1415E+00 .2054E+00
.3310E+03 .1040E+01 .1576E+00 .1429E+00 .2083E+00
.3315E+03 .1015E+01 .1620E+00 .1466E+00 .2138E+00
.3320E+03 .1041E+01 .1764E+00 .1608E+00 .2340E+00
.3325E+03 .1006E+01 .1753E+00 .1598E+00 .2326E+00
.3330E+03 .1013E+01 .1760E+00 .1579E+00 .2310E+00
.3335E+03 .9480E+00 .1602E+00 .1404E+00 .2069E+00
.3340E+03 .9741E+00 .1653E+00 .1431E+00 .2117E+00
.3345E+03 .1076E+01 .1920E+00 .1672E+00 .2468E+00
.3350E+03 .9866E+00 .1812E+00 .1580E+00 .2332E+00
.3355E+03 .1109E+01 .2075E+00 .1864E+00 .2726E+00
.3360E+03 .7651E+00 .1444E+00 .1286E+00 .1886E+00
.3365E+03 .9361E+00 .1748E+00 .1472E+00 .2198E+00
.3370E+03 .7785E+00 .1444E+00 .1195E+00 .1794E+00
.3375E+03 .9716E+00 .1807E+00 .1477E+00 .2227E+00
.3380E+03 .9169E+00 .1772E+00 .1457E+00 .2193E+00
.3385E+03 .1025E+01 .2017E+00 .1698E+00 .2535E+00
.3390E+03 .1015E+01 .2022E+00 .1669E+00 .2508E+00
.3395E+03 .9703E+00 .1949E+00 .1604E+00 .2413E+00
.3400E+03 .1172E+01 .2341E+00 .1857E+00 .2828E+00
.3405E+03 .1051E+01 .2122E+00 .1671E+00 .2552E+00
.3410E+03 .9972E+00 .2056E+00 .1640E+00 .2494E+00
.3415E+03 .9186E+00 .1920E+00 .1493E+00 .2290E+00
.3420E+03 .1097E+01 .2312E+00 .1776E+00 .2735E+00
.3425E+03 .1024E+01 .2182E+00 .1655E+00 .2561E+00
.3430E+03 .1121E+01 .2400E+00 .1820E+00 .2816E+00
.3435E+03 .1052E+01 .2261E+00 .1713E+00 .2651E+00
.3440E+03 .7928E+00 .1691E+00 .1252E+00 .1954E+00
.3445E+03 .7774E+00 .1689E+00 .1277E+00 .1978E+00
.3450E+03 .1032E+01 .2280E+00 .1672E+00 .2618E+00
.3455E+03 .1053E+01 .2352E+00 .1697E+00 .2673E+00
.3460E+03 .8938E+00 .2014E+00 .1436E+00 .2272E+00
.3465E+03 .1010E+01 .2296E+00 .1619E+00 .2573E+00
.3470E+03 .1080E+01 .2467E+00 .1737E+00 .2761E+00
.3475E+03 .8704E+00 .2002E+00 .1401E+00 .2232E+00
.3480E+03 .9928E+00 .2306E+00 .1588E+00 .2545E+00
.3485E+03 .9921E+00 .2322E+00 .1580E+00 .2544E+00
.3490E+03 .9182E+00 .2168E+00 .1460E+00 .2360E+00
.3495E+03 .9062E+00 .2157E+00 .1441E+00 .2337E+00
.3500E+03 .1118E+01 .2682E+00 .1776E+00 .2890E+00
.3505E+03 .1177E+01 .2841E+00 .1867E+00 .3047E+00
.3510E+03 .1049E+01 .2544E+00 .1664E+00 .2720E+00
.3515E+03 .1015E+01 .2469E+00 .1618E+00 .2643E+00
.3520E+03 .1089E+01 .2677E+00 .1728E+00 .2840E+00
.3525E+03 .8493E+00 .2105E+00 .1342E+00 .2216E+00
.3530E+03 .1068E+01 .2667E+00 .1684E+00 .2791E+00
.3535E+03 .1140E+01 .2864E+00 .1793E+00 .2982E+00
.3540E+03 .1182E+01 .2985E+00 .1853E+00 .3092E+00
.3545E+03 .1198E+01 .3043E+00 .1875E+00 .3138E+00
.3550E+03 .1192E+01 .3048E+00 .1864E+00 .3129E+00
.3555E+03 .1074E+01 .2770E+00 .1680E+00 .2830E+00
.3560E+03 .1121E+01 .2916E+00 .1753E+00 .2963E+00
.3565E+03 .9565E+00 .2501E+00 .1492E+00 .2531E+00
.3570E+03 .7898E+00 .2076E+00 .1230E+00 .2092E+00
.3575E+03 .9660E+00 .2554E+00 .1501E+00 .2561E+00
.3580E+03 .7646E+00 .2034E+00 .1186E+00 .2031E+00
.3585E+03 .6526E+00 .1747E+00 .1011E+00 .1736E+00
.3590E+03 .9119E+00 .2454E+00 .1411E+00 .2429E+00
.3595E+03 .1161E+01 .3138E+00 .1793E+00 .3096E+00
.3600E+03 .1229E+01 .3342E+00 .1895E+00 .3283E+00
.3605E+03 .9811E+00 .2684E+00 .1510E+00 .2624E+00
.3610E+03 .8924E+00 .2457E+00 .1372E+00 .2392E+00
.3615E+03 .1024E+01 .2841E+00 .1573E+00 .2753E+00
.3620E+03 .8820E+00 .2467E+00 .1355E+00 .2379E+00
.3625E+03 .1217E+01 .3427E+00 .1869E+00 .3291E+00
.3630E+03 .1089E+01 .3090E+00 .1672E+00 .2955E+00
.3635E+03 .1001E+01 .2858E+00 .1535E+00 .2721E+00
.3640E+03 .1221E+01 .3508E+00 .1871E+00 .3327E+00
.3645E+03 .1042E+01 .3010E+00 .1594E+00 .2843E+00
.3650E+03 .1059E+01 .3077E+00 .1618E+00 .2895E+00
.3655E+03 .1327E+01 .3877E+00 .2024E+00 .3633E+00
.3660E+03 .1403E+01 .4124E+00 .2138E+00 .3850E+00
.3665E+03 .1315E+01 .3890E+00 .2002E+00 .3616E+00
.3670E+03 .1279E+01 .3801E+00 .1943E+00 .3521E+00
.3675E+03 .1325E+01 .3957E+00 .2009E+00 .3651E+00
.3680E+03 .1158E+01 .3473E+00 .1752E+00 .3193E+00
.3685E+03 .1166E+01 .3520E+00 .1763E+00 .3224E+00
.3690E+03 .1257E+01 .3817E+00 .1898E+00 .3483E+00
.3695E+03 .1338E+01 .4087E+00 .2018E+00 .3715E+00
.3700E+03 .1423E+01 .4376E+00 .2146E+00 .3963E+00
.3705E+03 .1103E+01 .3410E+00 .1661E+00 .3076E+00
.3710E+03 .1176E+01 .3659E+00 .1770E+00 .3288E+00
.3715E+03 .1470E+01 .4593E+00 .2207E+00 .4114E+00
.3720E+03 .9747E+00 .3059E+00 .1461E+00 .2731E+00
.3725E+03 .1167E+01 .3682E+00 .1746E+00 .3275E+00
.3730E+03 .1184E+01 .3760E+00 .1771E+00 .3332E+00
.3735E+03 .7692E+00 .2455E+00 .1149E+00 .2168E+00
.3740E+03 .1116E+01 .3580E+00 .1664E+00 .3151E+00
.3745E+03 .9226E+00 .2976E+00 .1374E+00 .2610E+00
.3750E+03 .8958E+00 .2903E+00 .1332E+00 .2537E+00
.3755E+03 .1337E+01 .4349E+00 .1983E+00 .3788E+00
.3760E+03 .1107E+01 .3617E+00 .1639E+00 .3141E+00
.3765E+03 .1146E+01 .3762E+00 .1694E+00 .3255E+00
.3770E+03 .1211E+01 .3998E+00 .1788E+00 .3448E+00
.3775E+03 .1415E+01 .4695E+00 .2086E+00 .4035E+00
.3780E+03 .1533E+01 .5107E+00 .2256E+00 .4376E+00
.3785E+03 .1448E+01 .4844E+00 .2127E+00 .4138E+00
.3790E+03 .1195E+01 .4012E+00 .1751E+00 .3416E+00
.3795E+03 .1091E+01 .3677E+00 .1595E+00 .3121E+00
.3800E+03 .1134E+01 .3835E+00 .1654E+00 .3246E+00
.3805E+03 .1371E+01 .4661E+00 .1997E+00 .3932E+00
.3810E+03 .1371E+01 .4686E+00 .1995E+00 .3941E+00
.3815E+03 .1084E+01 .3727E+00 .1576E+00 .3123E+00
.3820E+03 .9608E+00 .3320E+00 .1396E+00 .2774E+00
.3825E+03 .8171E+00 .2839E+00 .1186E+00 .2364E+00
.3830E+03 .7551E+00 .2637E+00 .1095E+00 .2189E+00
.3835E+03 .7262E+00 .2547E+00 .1051E+00 .2108E+00
.3840E+03 .8000E+00 .2818E+00 .1156E+00 .2325E+00
.3845E+03 .1175E+01 .4157E+00 .1695E+00 .3421E+00
.3850E+03 .1164E+01 .4136E+00 .1676E+00 .3393E+00
.3855E+03 .1082E+01 .3865E+00 .1557E+00 .3161E+00
.3860E+03 .9254E+00 .3321E+00 .1330E+00 .2708E+00
.3865E+03 .1213E+01 .4378E+00 .1742E+00 .3559E+00
.3870E+03 .1008E+01 .3649E+00 .1444E+00 .2958E+00
.3875E+03 .1131E+01 .4111E+00 .1617E+00 .3324E+00
.3880E+03 .1043E+01 .3808E+00 .1489E+00 .3070E+00
.3885E+03 .1029E+01 .3776E+00 .1468E+00 .3035E+00
.3890E+03 .1110E+01 .4088E+00 .1580E+00 .3277E+00
.3895E+03 .1343E+01 .4967E+00 .1908E+00 .3970E+00
.3900E+03 .1346E+01 .5000E+00 .1910E+00 .3986E+00
.3905E+03 .1237E+01 .4615E+00 .1753E+00 .3669E+00
.3910E+03 .1454E+01 .5449E+00 .2058E+00 .4320E+00
.3915E+03 .1482E+01 .5574E+00 .2093E+00 .4407E+00
.3920E+03 .1248E+01 .4708E+00 .1758E+00 .3712E+00
.3925E+03 .1115E+01 .4228E+00 .1570E+00 .3325E+00
.3930E+03 .6195E+00 .2360E+00 .8710E-01 .1851E+00
.3935E+03 .4497E+00 .1720E+00 .6314E-01 .1345E+00
.3940E+03 .9141E+00 .3510E+00 .1281E+00 .2738E+00
.3945E+03 .1161E+01 .4475E+00 .1624E+00 .3482E+00
.3950E+03 .1415E+01 .5474E+00 .1976E+00 .4249E+00
.3955E+03 .1437E+01 .5575E+00 .2002E+00 .4316E+00
.3960E+03 .1244E+01 .4847E+00 .1731E+00 .3743E+00
.3965E+03 .7261E+00 .2842E+00 .1009E+00 .2189E+00
.3970E+03 .5442E+00 .2139E+00 .7553E-01 .1643E+00
.3975E+03 .1106E+01 .4362E+00 .1532E+00 .3343E+00
.3980E+03 .1549E+01 .6122E+00 .2139E+00 .4681E+00
.3985E+03 .1599E+01 .6344E+00 .2205E+00 .4839E+00
.3990E+03 .1728E+01 .6891E+00 .2381E+00 .5241E+00
.3995E+03 .1720E+01 .6885E+00 .2367E+00 .5225E+00
.4000E+03 .1786E+01 .7166E+00 .2451E+00 .5426E+00
.4010E+03 .1830E+01 .7397E+00 .2505E+00 .5576E+00
.4020E+03 .1925E+01 .7845E+00 .2629E+00 .5886E+00
.4030E+03 .1824E+01 .7490E+00 .2484E+00 .5594E+00
.4040E+03 .1793E+01 .7409E+00 .2433E+00 .5509E+00
.4050E+03 .1790E+01 .7440E+00 .2420E+00 .5508E+00
.4060E+03 .1755E+01 .7356E+00 .2368E+00 .5422E+00
.4070E+03 .1722E+01 .7274E+00 .2317E+00 .5337E+00
.4080E+03 .1789E+01 .7588E+00 .2394E+00 .5544E+00
.4090E+03 .1911E+01 .8158E+00 .2549E+00 .5936E+00
.4100E+03 .1665E+01 .7158E+00 .2215E+00 .5186E+00
.4110E+03 .1800E+01 .7788E+00 .2386E+00 .5619E+00
.4120E+03 .1927E+01 .8401E+00 .2549E+00 .6036E+00
.4130E+03 .1879E+01 .8224E+00 .2474E+00 .5887E+00
.4140E+03 .1897E+01 .8362E+00 .2491E+00 .5962E+00
.4150E+03 .1897E+01 .8418E+00 .2483E+00 .5978E+00
.4160E+03 .1925E+01 .8604E+00 .2513E+00 .6085E+00
.4170E+03 .1875E+01 .8426E+00 .2439E+00 .5937E+00
.4180E+03 .1838E+01 .8304E+00 .2382E+00 .5829E+00
.4190E+03 .1859E+01 .8446E+00 .2401E+00 .5907E+00
.4200E+03 .1849E+01 .8442E+00 .2378E+00 .5882E+00
.4210E+03 .1930E+01 .8867E+00 .2475E+00 .6156E+00
.4220E+03 .1832E+01 .8460E+00 .2340E+00 .5852E+00
.4230E+03 .1786E+01 .8295E+00 .2273E+00 .5716E+00
.4240E+03 .1888E+01 .8807E+00 .2391E+00 .6047E+00
.4250E+03 .1881E+01 .8827E+00 .2375E+00 .6039E+00
.4260E+03 .1826E+01 .8629E+00 .2300E+00 .5882E+00
.4270E+03 .1790E+01 .8496E+00 .2246E+00 .5773E+00
.4280E+03 .1742E+01 .8304E+00 .2178E+00 .5625E+00
.4290E+03 .1645E+01 .7896E+00 .2052E+00 .5330E+00
.4300E+03 .1437E+01 .6932E+00 .1787E+00 .4665E+00
.4310E+03 .1424E+01 .6894E+00 .1762E+00 .4624E+00
.4320E+03 .1834E+01 .8935E+00 .2263E+00 .5972E+00
.4330E+03 .1841E+01 .9014E+00 .2263E+00 .6005E+00
.4340E+03 .1709E+01 .8396E+00 .2091E+00 .5577E+00
.4350E+03 .1784E+01 .8795E+00 .2174E+00 .5825E+00
.4360E+03 .2005E+01 .9944E+00 .2437E+00 .6565E+00
.4370E+03 .1972E+01 .9842E+00 .2391E+00 .6476E+00
.4380E+03 .1792E+01 .8990E+00 .2165E+00 .5896E+00
.4390E+03 .1857E+01 .9319E+00 .2226E+00 .6095E+00
.4400E+03 .1912E+01 .9647E+00 .2284E+00 .6289E+00
.4410E+03 .1976E+01 .1003E+01 .2354E+00 .6519E+00
.4420E+03 .2116E+01 .1080E+01 .2511E+00 .6993E+00
.4430E+03 .2064E+01 .1056E+01 .2437E+00 .6821E+00
.4440E+03 .2104E+01 .1081E+01 .2476E+00 .6963E+00
.4450E+03 .2060E+01 .1060E+01 .2413E+00 .6815E+00
.4460E+03 .1959E+01 .1015E+01 .2293E+00 .6508E+00
.4470E+03 .2112E+01 .1100E+01 .2465E+00 .7032E+00
.4480E+03 .2149E+01 .1120E+01 .2491E+00 .7139E+00
.4490E+03 .2149E+01 .1128E+01 .2486E+00 .7166E+00
.4500E+03 .2204E+01 .1162E+01 .2541E+00 .7366E+00
.4510E+03 .2284E+01 .1209E+01 .2622E+00 .7639E+00
.4520E+03 .2198E+01 .1168E+01 .2514E+00 .7361E+00
.4530E+03 .2065E+01 .1101E+01 .2353E+00 .6924E+00
.4540E+03 .2151E+01 .1153E+01 .2444E+00 .7228E+00
.4550E+03 .2163E+01 .1162E+01 .2445E+00 .7271E+00
.4560E+03 .2212E+01 .1193E+01 .2490E+00 .7443E+00
.4570E+03 .2247E+01 .1216E+01 .2516E+00 .7564E+00
.4580E+03 .2172E+01 .1177E+01 .2416E+00 .7303E+00
.4590E+03 .2158E+01 .1174E+01 .2387E+00 .7260E+00
.4600E+03 .2164E+01 .1180E+01 .2379E+00 .7276E+00
.4610E+03 .2212E+01 .1210E+01 .2420E+00 .7442E+00
.4620E+03 .2224E+01 .1222E+01 .2427E+00 .7500E+00
.4630E+03 .2210E+01 .1216E+01 .2400E+00 .7448E+00
.4640E+03 .2167E+01 .1199E+01 .2351E+00 .7327E+00
.4650E+03 .2134E+01 .1187E+01 .2313E+00 .7238E+00
.4660E+03 .2151E+01 .1201E+01 .2325E+00 .7310E+00
.4670E+03 .2113E+01 .1181E+01 .2271E+00 .7175E+00
.4680E+03 .2137E+01 .1198E+01 .2286E+00 .7260E+00
.4690E+03 .2148E+01 .1208E+01 .2286E+00 .7299E+00
.4700E+03 .2079E+01 .1172E+01 .2202E+00 .7068E+00
.4710E+03 .2075E+01 .1173E+01 .2189E+00 .7058E+00
.4720E+03 .2187E+01 .1239E+01 .2297E+00 .7438E+00
.4730E+03 .2159E+01 .1226E+01 .2258E+00 .7346E+00
.4740E+03 .2166E+01 .1230E+01 .2251E+00 .7355E+00
.4750E+03 .2189E+01 .1243E+01 .2260E+00 .7420E+00
.4760E+03 .2129E+01 .1209E+01 .2181E+00 .7201E+00
.4770E+03 .2138E+01 .1216E+01 .2175E+00 .7221E+00
.4780E+03 .2194E+01 .1251E+01 .2219E+00 .7413E+00
.4790E+03 .2175E+01 .1245E+01 .2188E+00 .7355E+00
.4800E+03 .2174E+01 .1248E+01 .2175E+00 .7357E+00
.4810E+03 .2209E+01 .1273E+01 .2199E+00 .7485E+00
.4820E+03 .2214E+01 .1282E+01 .2197E+00 .7519E+00
.4830E+03 .2181E+01 .1269E+01 .2160E+00 .7427E+00
.4840E+03 .2133E+01 .1245E+01 .2108E+00 .7277E+00
.4850E+03 .2030E+01 .1189E+01 .2002E+00 .6938E+00
.4860E+03 .1771E+01 .1041E+01 .1744E+00 .6067E+00
.4870E+03 .1853E+01 .1093E+01 .1821E+00 .6359E+00
.4880E+03 .2033E+01 .1201E+01 .1988E+00 .6974E+00
.4890E+03 .2041E+01 .1207E+01 .1985E+00 .6994E+00
.4900E+03 .2143E+01 .1272E+01 .2076E+00 .7355E+00
.4910E+03 .2103E+01 .1252E+01 .2029E+00 .7227E+00
.4920E+03 .1985E+01 .1184E+01 .1908E+00 .6824E+00
.4930E+03 .2049E+01 .1225E+01 .1962E+00 .7048E+00
.4940E+03 .2069E+01 .1239E+01 .1973E+00 .7117E+00
.4950E+03 .2085E+01 .1252E+01 .1980E+00 .7176E+00
.4960E+03 .2098E+01 .1261E+01 .1982E+00 .7216E+00
.4970E+03 .2130E+01 .1283E+01 .2002E+00 .7326E+00
.4980E+03 .2030E+01 .1224E+01 .1896E+00 .6978E+00
.4990E+03 .2056E+01 .1242E+01 .1907E+00 .7062E+00
.5000E+03 .1999E+01 .1207E+01 .1844E+00 .6857E+00
.5010E+03 .1964E+01 .1187E+01 .1798E+00 .6726E+00
.5020E+03 .1943E+01 .1173E+01 .1763E+00 .6631E+00
.5030E+03 .2029E+01 .1224E+01 .1825E+00 .6905E+00
.5040E+03 .2000E+01 .1203E+01 .1783E+00 .6778E+00
.5050E+03 .2051E+01 .1238E+01 .1822E+00 .6963E+00
.5060E+03 .2119E+01 .1283E+01 .1876E+00 .7200E+00
.5070E+03 .2015E+01 .1224E+01 .1781E+00 .6862E+00
.5080E+03 .1946E+01 .1187E+01 .1719E+00 .6645E+00
.5090E+03 .1995E+01 .1220E+01 .1760E+00 .6826E+00
.5100E+03 .1981E+01 .1215E+01 .1744E+00 .6786E+00
.5110E+03 .2030E+01 .1247E+01 .1782E+00 .6959E+00
.5120E+03 .2049E+01 .1262E+01 .1794E+00 .7033E+00
.5130E+03 .1939E+01 .1197E+01 .1691E+00 .6660E+00
.5140E+03 .1923E+01 .1190E+01 .1672E+00 .6612E+00
.5150E+03 .1903E+01 .1180E+01 .1647E+00 .6545E+00
.5160E+03 .1899E+01 .1179E+01 .1637E+00 .6530E+00
.5170E+03 .1686E+01 .1049E+01 .1448E+00 .5802E+00
.5180E+03 .1773E+01 .1104E+01 .1516E+00 .6100E+00
.5190E+03 .1860E+01 .1160E+01 .1584E+00 .6397E+00
.5200E+03 .1928E+01 .1203E+01 .1634E+00 .6627E+00
.5210E+03 .1947E+01 .1215E+01 .1641E+00 .6686E+00
.5220E+03 .1950E+01 .1218E+01 .1634E+00 .6689E+00
.5230E+03 .1916E+01 .1198E+01 .1598E+00 .6571E+00
.5240E+03 .1987E+01 .1243E+01 .1647E+00 .6806E+00
.5250E+03 .2015E+01 .1259E+01 .1656E+00 .6882E+00
.5260E+03 .1926E+01 .1203E+01 .1572E+00 .6566E+00
.5270E+03 .1819E+01 .1135E+01 .1473E+00 .6183E+00
.5280E+03 .1926E+01 .1200E+01 .1547E+00 .6529E+00
.5290E+03 .2033E+01 .1265E+01 .1621E+00 .6873E+00
.5300E+03 .2005E+01 .1249E+01 .1589E+00 .6772E+00
.5310E+03 .2036E+01 .1269E+01 .1603E+00 .6870E+00
.5320E+03 .1966E+01 .1227E+01 .1540E+00 .6632E+00
.5330E+03 .1909E+01 .1192E+01 .1488E+00 .6438E+00
.5340E+03 .1963E+01 .1229E+01 .1525E+00 .6627E+00
.5350E+03 .2004E+01 .1257E+01 .1551E+00 .6768E+00
.5360E+03 .2020E+01 .1269E+01 .1559E+00 .6827E+00
.5370E+03 .1939E+01 .1221E+01 .1491E+00 .6558E+00
.5380E+03 .1972E+01 .1244E+01 .1511E+00 .6676E+00
.5390E+03 .1955E+01 .1236E+01 .1492E+00 .6624E+00
.5400E+03 .1875E+01 .1187E+01 .1424E+00 .6352E+00
.5410E+03 .1894E+01 .1199E+01 .1430E+00 .6408E+00
.5420E+03 .1956E+01 .1238E+01 .1467E+00 .6608E+00
.5430E+03 .1930E+01 .1224E+01 .1440E+00 .6523E+00
.5440E+03 .1969E+01 .1249E+01 .1460E+00 .6644E+00
.5450E+03 .1961E+01 .1244E+01 .1446E+00 .6610E+00
.5460E+03 .1975E+01 .1251E+01 .1447E+00 .6641E+00
.5470E+03 .1970E+01 .1248E+01 .1435E+00 .6616E+00
.5480E+03 .1944E+01 .1233E+01 .1409E+00 .6528E+00
.5490E+03 .1948E+01 .1238E+01 .1407E+00 .6547E+00
.5500E+03 .1971E+01 .1255E+01 .1417E+00 .6629E+00
.5510E+03 .1946E+01 .1241E+01 .1393E+00 .6546E+00
.5520E+03 .1959E+01 .1251E+01 .1396E+00 .6588E+00
.5530E+03 .1925E+01 .1230E+01 .1363E+00 .6467E+00
.5540E+03 .1972E+01 .1259E+01 .1388E+00 .6615E+00
.5550E+03 .1977E+01 .1262E+01 .1382E+00 .6621E+00
